GWP,category,categoryCode,categorySet,country,countryName,scenario,source,unit,variable,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
,Economy,ECO,misc,GAB,Gabon,HISTORY,WDI2017P,2005GKD,GDPPPP,16120000000.0,17110000000.0,16580000000.0,17230000000.0,17870000000.0,18760000000.0,19440000000.0,20560000000.0,21270000000.0,19370000000.0,19010000000.0,19410000000.0,19360000000.0,19800000000.0,19940000000.0,20710000000.0,19960000000.0,21090000000.0,20390000000.0,20420000000.0,21870000000.0,23420000000.0,24650000000.0,26040000000.0,27160000000.0,28250000000.0
,Economy,ECO,misc,GBR,United kingdom of great britain and northern ireland,HISTORY,WDI2017P,2005GKD,GDPPPP,1330000000000.0,1316000000000.0,1320000000000.0,1353000000000.0,1406000000000.0,1441000000000.0,1478000000000.0,1524000000000.0,1573000000000.0,1624000000000.0,1685000000000.0,1731000000000.0,1773000000000.0,1834000000000.0,1881000000000.0,1936000000000.0,1985000000000.0,2036000000000.0,2023000000000.0,1935000000000.0,1972000000000.0,2002000000000.0,2028000000000.0,2067000000000.0,2131000000000.0,2177000000000.0
,Economy,ECO,misc,GEO,Georgia,HISTORY,WDI2017P,2005GKD,GDPPPP,33420000000.0,26370000000.0,14530000000.0,10270000000.0,9204000000.0,9444000000.0,10500000000.0,11610000000.0,11970000000.0,12310000000.0,12540000000.0,13140000000.0,13860000000.0,15390000000.0,16290000000.0,17860000000.0,19530000000.0,21940000000.0,22450000000.0,21600000000.0,22950000000.0,24610000000.0,26170000000.0,27060000000.0,28310000000.0,29100000000.0
,Economy,ECO,misc,GHA,Ghana,HISTORY,WDI2017P,2005GKD,GDPPPP,24380000000.0,25670000000.0,26660000000.0,27960000000.0,28880000000.0,30070000000.0,31450000000.0,32770000000.0,34310000000.0,35820000000.0,37140000000.0,38630000000.0,40370000000.0,42470000000.0,44850000000.0,47490000000.0,50530000000.0,52730000000.0,57550000000.0,60340000000.0,65110000000.0,74250000000.0,81150000000.0,87090000000.0,90560000000.0,94110000000.0
,Economy,ECO,misc,GIN,Guinea,HISTORY,WDI2017P,2005GKD,GDPPPP,5895000000.0,6049000000.0,6247000000.0,6562000000.0,6822000000.0,7137000000.0,7455000000.0,7841000000.0,8127000000.0,8437000000.0,8648000000.0,8964000000.0,9427000000.0,9545000000.0,9769000000.0,10060000000.0,10310000000.0,10490000000.0,11010000000.0,10980000000.0,11190000000.0,11630000000.0,12090000000.0,12370000000.0,12420000000.0,12430000000.0
,Economy,ECO,misc,GMB,Gambia,HISTORY,WDI2017P,2005GKD,GDPPPP,1207000000.0,1245000000.0,1287000000.0,1326000000.0,1328000000.0,1340000000.0,1369000000.0,1436000000.0,1487000000.0,1582000000.0,1669000000.0,1766000000.0,1708000000.0,1826000000.0,1954000000.0,1936000000.0,1958000000.0,2029000000.0,2145000000.0,2283000000.0,2432000000.0,2327000000.0,2464000000.0,2581000000.0,2604000000.0,2727000000.0
,Economy,ECO,misc,GNB,Guinea-bissau,HISTORY,WDI2017P,2005GKD,GDPPPP,1380000000.0,1451000000.0,1466000000.0,1497000000.0,1545000000.0,1613000000.0,1800000000.0,1917000000.0,1379000000.0,1393000000.0,1468000000.0,1500000000.0,1486000000.0,1494000000.0,1535000000.0,1601000000.0,1638000000.0,1690000000.0,1744000000.0,1802000000.0,1882000000.0,2058000000.0,2021000000.0,2037000000.0,2089000000.0,2189000000.0
,Economy,ECO,misc,GNQ,Equatorial guinea,HISTORY,WDI2017P,2005GKD,GDPPPP,370400000.0,366600000.0,494000000.0,548500000.0,639900000.0,751800000.0,1252000000.0,3131000000.0,3875000000.0,4869000000.0,5756000000.0,9405000000.0,11240000000.0,12800000000.0,17670000000.0,20630000000.0,22220000000.0,25610000000.0,30170000000.0,30580000000.0,27850000000.0,29660000000.0,32130000000.0,30800000000.0,30590000000.0,28060000000.0
,Economy,ECO,misc,GRC,Greece,HISTORY,WDI2017P,2005GKD,GDPPPP,183100000000.0,188800000000.0,190100000000.0,187100000000.0,190800000000.0,194800000000.0,200400000000.0,209400000000.0,217600000000.0,224200000000.0,233000000000.0,242700000000.0,252200000000.0,266800000000.0,280300000000.0,282000000000.0,297900000000.0,307700000000.0,306600000000.0,293400000000.0,277400000000.0,252000000000.0,233600000000.0,226100000000.0,226900000000.0,226400000000.0
,Economy,ECO,misc,GRD,Grenada,HISTORY,WDI2017P,2005GKD,GDPPPP,626000000.0,640400000.0,638500000.0,621700000.0,638800000.0,654800000.0,681300000.0,712700000.0,759400000.0,835900000.0,851500000.0,834300000.0,862900000.0,944600000.0,938500000.0,1063000000.0,1020000000.0,1083000000.0,1093000000.0,1021000000.0,1016000000.0,1024000000.0,1012000000.0,1036000000.0,1112000000.0,1181000000.0
,Economy,ECO,misc,GTM,Guatemala,HISTORY,WDI2017P,2005GKD,GDPPPP,41020000000.0,42530000000.0,44580000000.0,46330000000.0,48200000000.0,50590000000.0,52080000000.0,54360000000.0,57070000000.0,59270000000.0,61410000000.0,62840000000.0,65270000000.0,66920000000.0,69030000000.0,71280000000.0,75110000000.0,79850000000.0,82470000000.0,82900000000.0,85280000000.0,88830000000.0,91470000000.0,94850000000.0,98810000000.0,102900000000.0
,Economy,ECO,misc,GUY,Guyana,HISTORY,WDI2017P,2005GKD,GDPPPP,1831000000.0,1941000000.0,2093000000.0,2265000000.0,2458000000.0,2580000000.0,2783000000.0,2957000000.0,2906000000.0,2993000000.0,2951000000.0,3018000000.0,3049000000.0,3019000000.0,3118000000.0,3057000000.0,3214000000.0,3440000000.0,3508000000.0,3624000000.0,3783000000.0,3988000000.0,4180000000.0,4399000000.0,4568000000.0,4705000000.0
,Economy,ECO,misc,HND,Honduras,HISTORY,WDI2017P,2005GKD,GDPPPP,13650000000.0,14090000000.0,14880000000.0,15810000000.0,15600000000.0,16240000000.0,16820000000.0,17660000000.0,18170000000.0,17830000000.0,18850000000.0,19370000000.0,20090000000.0,21010000000.0,22320000000.0,23670000000.0,25220000000.0,26780000000.0,27920000000.0,27240000000.0,28250000000.0,29340000000.0,30550000000.0,31400000000.0,32370000000.0,33550000000.0
,Economy,ECO,misc,HRV,Croatia,HISTORY,WDI2017P,2005GKD,GDPPPP,,,,,,51180000000.0,54180000000.0,57780000000.0,58860000000.0,58310000000.0,60500000000.0,62580000000.0,65860000000.0,69530000000.0,72360000000.0,75380000000.0,78980000000.0,83050000000.0,84760000000.0,78500000000.0,77160000000.0,76950000000.0,75260000000.0,74460000000.0,74190000000.0,75410000000.0
,Economy,ECO,misc,HTI,Haiti,HISTORY,WDI2017P,2005GKD,GDPPPP,,,,,,,11870000000.0,12200000000.0,12460000000.0,12800000000.0,12910000000.0,12780000000.0,12740000000.0,12790000000.0,12340000000.0,12560000000.0,12840000000.0,13270000000.0,13390000000.0,13800000000.0,13040000000.0,13760000000.0,14160000000.0,14760000000.0,15170000000.0,15350000000.0
,Economy,ECO,misc,HUN,Hungary,HISTORY,WDI2017P,2005GKD,GDPPPP,,135800000000.0,131600000000.0,130800000000.0,134700000000.0,136700000000.0,136700000000.0,141200000000.0,147200000000.0,151900000000.0,158300000000.0,164300000000.0,171700000000.0,178200000000.0,187100000000.0,195400000000.0,202900000000.0,203800000000.0,205600000000.0,192100000000.0,193400000000.0,196800000000.0,193600000000.0,197700000000.0,205700000000.0,212200000000.0
,Economy,ECO,misc,IDN,Indonesia,HISTORY,WDI2017P,2005GKD,GDPPPP,728600000000.0,779000000000.0,829600000000.0,883500000000.0,950100000000.0,1028000000000.0,1109000000000.0,1161000000000.0,1008000000000.0,1016000000000.0,1066000000000.0,1105000000000.0,1155000000000.0,1210000000000.0,1271000000000.0,1343000000000.0,1417000000000.0,1507000000000.0,1598000000000.0,1672000000000.0,1776000000000.0,1885000000000.0,1999000000000.0,2110000000000.0,2216000000000.0,2322000000000.0
,Economy,ECO,misc,IND,India,HISTORY,WDI2017P,2005GKD,GDPPPP,1340000000000.0,1354000000000.0,1429000000000.0,1497000000000.0,1596000000000.0,1717000000000.0,1847000000000.0,1921000000000.0,2040000000000.0,2221000000000.0,2306000000000.0,2417000000000.0,2509000000000.0,2707000000000.0,2921000000000.0,3192000000000.0,3488000000000.0,3788000000000.0,3936000000000.0,4269000000000.0,4707000000000.0,5020000000000.0,5295000000000.0,5641000000000.0,6046000000000.0,6526000000000.0
,Economy,ECO,misc,IRL,Ireland,HISTORY,WDI2017P,2005GKD,GDPPPP,67480000000.0,68780000000.0,71080000000.0,72990000000.0,77190000000.0,84630000000.0,92320000000.0,102200000000.0,110700000000.0,122700000000.0,134800000000.0,143000000000.0,151000000000.0,156500000000.0,167000000000.0,176700000000.0,187000000000.0,194100000000.0,185700000000.0,177200000000.0,180800000000.0,180700000000.0,178700000000.0,180700000000.0,196000000000.0,247500000000.0
,Economy,ECO,misc,IRN,Iran- islamic republic of,HISTORY,WDI2017P,2005GKD,GDPPPP,496100000000.0,559200000000.0,577700000000.0,569200000000.0,559500000000.0,572900000000.0,609300000000.0,617500000000.0,630400000000.0,643000000000.0,680600000000.0,696900000000.0,753200000000.0,818300000000.0,853700000000.0,889700000000.0,940400000000.0,1026000000000.0,1036000000000.0,1060000000000.0,1129000000000.0,1172000000000.0,1094000000000.0,1073000000000.0,1120000000000.0,
,Economy,ECO,misc,IRQ,Iraq,HISTORY,WDI2017P,2005GKD,GDPPPP,174700000000.0,62830000000.0,83300000000.0,108500000000.0,112700000000.0,115100000000.0,127800000000.0,154900000000.0,208900000000.0,245700000000.0,249100000000.0,254900000000.0,237300000000.0,158700000000.0,244700000000.0,255500000000.0,281400000000.0,285300000000.0,308800000000.0,319200000000.0,339700000000.0,365300000000.0,416200000000.0,443600000000.0,443800000000.0,457200000000.0
,Economy,ECO,misc,ISL,Iceland,HISTORY,WDI2017P,2005GKD,GDPPPP,6442000000.0,6427000000.0,6210000000.0,6292000000.0,6519000000.0,6527000000.0,6839000000.0,7175000000.0,7646000000.0,7952000000.0,8325000000.0,8644000000.0,8671000000.0,8882000000.0,9602000000.0,10250000000.0,10760000000.0,11760000000.0,11940000000.0,11110000000.0,10720000000.0,10930000000.0,11060000000.0,11550000000.0,11770000000.0,12270000000.0
,Economy,ECO,misc,ISR,Israel,HISTORY,WDI2017P,2005GKD,GDPPPP,79950000000.0,86100000000.0,90950000000.0,96000000000.0,102700000000.0,109400000000.0,116200000000.0,120900000000.0,126100000000.0,130800000000.0,142500000000.0,142800000000.0,142700000000.0,144400000000.0,151800000000.0,158400000000.0,167600000000.0,177900000000.0,183300000000.0,185700000000.0,195900000000.0,205800000000.0,210700000000.0,220000000000.0,226900000000.0,232600000000.0
,Economy,ECO,misc,ITA,Italy,HISTORY,WDI2017P,2005GKD,GDPPPP,1534000000000.0,1557000000000.0,1570000000000.0,1557000000000.0,1590000000000.0,1636000000000.0,1657000000000.0,1688000000000.0,1715000000000.0,1742000000000.0,1806000000000.0,1838000000000.0,1843000000000.0,1846000000000.0,1875000000000.0,1893000000000.0,1931000000000.0,1959000000000.0,1938000000000.0,1832000000000.0,1863000000000.0,1874000000000.0,1821000000000.0,1790000000000.0,1791000000000.0,1804000000000.0
,Economy,ECO,misc,JAM,Jamaica,HISTORY,WDI2017P,2005GKD,GDPPPP,15340000000.0,16080000000.0,16390000000.0,17940000000.0,18180000000.0,18610000000.0,18590000000.0,18380000000.0,17950000000.0,18140000000.0,18300000000.0,18540000000.0,18910000000.0,19610000000.0,19870000000.0,20040000000.0,20620000000.0,20920000000.0,20750000000.0,19850000000.0,19560000000.0,19900000000.0,19770000000.0,19870000000.0,20010000000.0,20210000000.0
,Economy,ECO,misc,JOR,Jordan,HISTORY,WDI2017P,2005GKD,GDPPPP,19420000000.0,19780000000.0,23470000000.0,24560000000.0,25780000000.0,27380000000.0,27950000000.0,28870000000.0,29730000000.0,30740000000.0,32050000000.0,33740000000.0,35690000000.0,37180000000.0,40360000000.0,43650000000.0,47190000000.0,51050000000.0,54740000000.0,57740000000.0,59080000000.0,60600000000.0,62200000000.0,63960000000.0,65940000000.0,67520000000.0
,Economy,ECO,misc,JPN,Japan,HISTORY,WDI2017P,2005GKD,GDPPPP,3266000000000.0,3374000000000.0,3402000000000.0,3408000000000.0,3437000000000.0,3531000000000.0,3641000000000.0,3680000000000.0,3638000000000.0,3629000000000.0,3730000000000.0,3745000000000.0,3750000000000.0,3807000000000.0,3891000000000.0,3956000000000.0,4012000000000.0,4078000000000.0,4034000000000.0,3815000000000.0,3975000000000.0,3970000000000.0,4030000000000.0,4110000000000.0,4124000000000.0,4174000000000.0
,Economy,ECO,misc,KAZ,Kazakhstan,HISTORY,WDI2017P,2005GKD,GDPPPP,185200000000.0,164900000000.0,156100000000.0,141800000000.0,123900000000.0,113700000000.0,114300000000.0,116200000000.0,114000000000.0,117100000000.0,128600000000.0,146000000000.0,160300000000.0,175200000000.0,192000000000.0,210600000000.0,233100000000.0,253900000000.0,262300000000.0,265400000000.0,284800000000.0,305900000000.0,320500000000.0,339800000000.0,354000000000.0,358300000000.0
,Economy,ECO,misc,KEN,Kenya,HISTORY,WDI2017P,2005GKD,GDPPPP,48370000000.0,49060000000.0,48670000000.0,48840000000.0,50130000000.0,52340000000.0,54510000000.0,54760000000.0,56570000000.0,57870000000.0,58220000000.0,60420000000.0,60750000000.0,62530000000.0,65720000000.0,69600000000.0,74110000000.0,79190000000.0,79370000000.0,81990000000.0,88880000000.0,94320000000.0,98610000000.0,104200000000.0,109800000000.0,116000000000.0
,Economy,ECO,misc,KGZ,Kyrgyzstan,HISTORY,WDI2017P,2005GKD,GDPPPP,13250000000.0,12210000000.0,10510000000.0,8887000000.0,7102000000.0,6716000000.0,7192000000.0,7905000000.0,8073000000.0,8368000000.0,8822000000.0,9292000000.0,9290000000.0,9943000000.0,10640000000.0,10620000000.0,10950000000.0,11890000000.0,12890000000.0,13260000000.0,13200000000.0,13980000000.0,13970000000.0,15500000000.0,16120000000.0,16680000000.0
,Economy,ECO,misc,KHM,Cambodia,HISTORY,WDI2017P,2005GKD,GDPPPP,,,,8785000000.0,9584000000.0,10200000000.0,10750000000.0,11360000000.0,11930000000.0,13350000000.0,14520000000.0,15680000000.0,16730000000.0,18160000000.0,20030000000.0,22690000000.0,25130000000.0,27700000000.0,29550000000.0,29580000000.0,31340000000.0,33560000000.0,35990000000.0,38690000000.0,41420000000.0,44340000000.0
,Economy,ECO,misc,KIR,Kiribati,HISTORY,WDI2017P,2005GKD,GDPPPP,123300000.0,123300000.0,124400000.0,125500000.0,127600000.0,127600000.0,129800000.0,131900000.0,140600000.0,138400000.0,147100000.0,144900000.0,150400000.0,153400000.0,150900000.0,158400000.0,155900000.0,159300000.0,156400000.0,156800000.0,154300000.0,155100000.0,163100000.0,172500000.0,176700000.0,182900000.0
,Economy,ECO,misc,KNA,Saint kitts and nevis,HISTORY,WDI2017P,2005GKD,GDPPPP,507900000.0,497000000.0,518200000.0,554500000.0,584000000.0,617600000.0,654000000.0,699100000.0,694400000.0,717900000.0,754000000.0,791500000.0,806000000.0,785500000.0,821700000.0,897700000.0,950600000.0,949100000.0,1009000000.0,978400000.0,956400000.0,979300000.0,973400000.0,1034000000.0,1096000000.0,1137000000.0
,Economy,ECO,misc,KOR,Korea- republic of,HISTORY,WDI2017P,2005GKD,GDPPPP,449900000000.0,493600000000.0,522000000000.0,555000000000.0,603700000000.0,657700000000.0,704900000000.0,745600000000.0,703000000000.0,778400000000.0,847100000000.0,885500000000.0,951300000000.0,979200000000.0,1027000000000.0,1067000000000.0,1123000000000.0,1184000000000.0,1218000000000.0,1226000000000.0,1306000000000.0,1354000000000.0,1385000000000.0,1425000000000.0,1473000000000.0,1511000000000.0
,Economy,ECO,misc,KWT,Kuwait,HISTORY,WDI2017P,2005GKD,GDPPPP,,,74360000000.0,99640000000.0,108000000000.0,113300000000.0,114000000000.0,116800000000.0,121100000000.0,118900000000.0,124500000000.0,125400000000.0,129200000000.0,151500000000.0,167800000000.0,184700000000.0,198600000000.0,210500000000.0,215800000000.0,200500000000.0,195800000000.0,214600000000.0,228800000000.0,231400000000.0,232600000000.0,236900000000.0
,Economy,ECO,misc,LAO,Lao people's democratic republic,HISTORY,WDI2017P,2005GKD,GDPPPP,5963000000.0,6219000000.0,6565000000.0,6953000000.0,7520000000.0,8049000000.0,8607000000.0,9198000000.0,9563000000.0,10260000000.0,10860000000.0,11480000000.0,12160000000.0,12900000000.0,13720000000.0,14690000000.0,15960000000.0,17170000000.0,18520000000.0,19910000000.0,21600000000.0,23340000000.0,25210000000.0,27350000000.0,29410000000.0,31570000000.0
,Economy,ECO,misc,LBN,Lebanon,HISTORY,WDI2017P,2005GKD,GDPPPP,18450000000.0,25490000000.0,26640000000.0,28500000000.0,30780000000.0,32800000000.0,34480000000.0,33690000000.0,34900000000.0,34740000000.0,35210000000.0,36580000000.0,37820000000.0,39040000000.0,41350000000.0,42480000000.0,43140000000.0,47180000000.0,51480000000.0,56790000000.0,61310000000.0,62520000000.0,63900000000.0,64470000000.0,65630000000.0,66490000000.0
,Economy,ECO,misc,LBR,Liberia,HISTORY,WDI2017P,2005GKD,GDPPPP,1594000000.0,1367000000.0,887300000.0,594700000.0,465300000.0,445400000.0,499400000.0,1030000000.0,1341000000.0,1633000000.0,2100000000.0,2162000000.0,2243000000.0,1567000000.0,1608000000.0,1693000000.0,1829000000.0,2003000000.0,2147000000.0,2260000000.0,2398000000.0,2595000000.0,2802000000.0,3046000000.0,3068000000.0,3068000000.0
,Economy,ECO,misc,LBY,Libya,HISTORY,WDI2017P,2005GKD,GDPPPP,,,,,,,,,,98310000000.0,101900000000.0,100100000000.0,99170000000.0,112100000000.0,117100000000.0,131000000000.0,139500000000.0,148400000000.0,152300000000.0,151100000000.0,158700000000.0,60190000000.0,,,,
,Economy,ECO,misc,LCA,Saint lucia,HISTORY,WDI2017P,2005GKD,GDPPPP,952400000.0,977900000.0,1047000000.0,1073000000.0,1089000000.0,1124000000.0,1185000000.0,1190000000.0,1266000000.0,1296000000.0,1353000000.0,1309000000.0,1310000000.0,1373000000.0,1485000000.0,1474000000.0,1595000000.0,1592000000.0,1658000000.0,1653000000.0,1624000000.0,1628000000.0,1605000000.0,1606000000.0,1613000000.0,1651000000.0
,Economy,ECO,misc,LKA,Sri lanka,HISTORY,WDI2017P,2005GKD,GDPPPP,54350000000.0,56850000000.0,59350000000.0,63450000000.0,67000000000.0,70680000000.0,73370000000.0,78070000000.0,81740000000.0,85250000000.0,90370000000.0,88970000000.0,92500000000.0,97990000000.0,103300000000.0,109800000000.0,118200000000.0,126200000000.0,133700000000.0,138500000000.0,149600000000.0,162100000000.0,177000000000.0,183000000000.0,191900000000.0,201100000000.0
,Economy,ECO,misc,LSO,Lesotho,HISTORY,WDI2017P,2005GKD,GDPPPP,1893000000.0,2040000000.0,2183000000.0,2257000000.0,2386000000.0,2475000000.0,2601000000.0,2701000000.0,2744000000.0,2760000000.0,2869000000.0,2982000000.0,3027000000.0,3181000000.0,3238000000.0,3334000000.0,3479000000.0,3624000000.0,3868000000.0,3952000000.0,4199000000.0,4493000000.0,4738000000.0,4834000000.0,5053000000.0,5135000000.0
,Economy,ECO,misc,LTU,Lithuania,HISTORY,WDI2017P,2005GKD,GDPPPP,,,,,,29480000000.0,31000000000.0,33570000000.0,36080000000.0,35670000000.0,37030000000.0,39450000000.0,42120000000.0,46560000000.0,49610000000.0,53440000000.0,57400000000.0,63760000000.0,65440000000.0,55740000000.0,56660000000.0,60080000000.0,62390000000.0,64580000000.0,66830000000.0,68020000000.0
,Economy,ECO,misc,LUX,Luxembourg,HISTORY,WDI2017P,2005GKD,GDPPPP,18160000000.0,19730000000.0,20090000000.0,20940000000.0,21740000000.0,22050000000.0,22470000000.0,23730000000.0,25300000000.0,27490000000.0,30090000000.0,31470000000.0,32610000000.0,33070000000.0,34530000000.0,35640000000.0,37460000000.0,40610000000.0,40260000000.0,38100000000.0,40300000000.0,41110000000.0,41110000000.0,42840000000.0,44850000000.0,46440000000.0
,Economy,ECO,misc,LVA,Latvia,HISTORY,WDI2017P,2005GKD,GDPPPP,,,,,,17850000000.0,18270000000.0,19910000000.0,21200000000.0,21760000000.0,22940000000.0,24420000000.0,26150000000.0,28360000000.0,30720000000.0,34010000000.0,38050000000.0,41840000000.0,40330000000.0,34550000000.0,33240000000.0,35300000000.0,36710000000.0,37780000000.0,38570000000.0,39630000000.0
,Economy,ECO,misc,MAR,Morocco,HISTORY,WDI2017P,2005GKD,GDPPPP,85240000000.0,91390000000.0,89470000000.0,88810000000.0,98210000000.0,92900000000.0,104400000000.0,102800000000.0,110200000000.0,111400000000.0,113500000000.0,121800000000.0,125600000000.0,133100000000.0,139500000000.0,144100000000.0,155000000000.0,160500000000.0,170000000000.0,177200000000.0,184000000000.0,193600000000.0,199500000000.0,208500000000.0,213800000000.0,223500000000.0
,Economy,ECO,misc,MDA,Moldova- republic of,HISTORY,WDI2017P,2005GKD,GDPPPP,,,,,,8313000000.0,7825000000.0,7953000000.0,7433000000.0,7183000000.0,7334000000.0,7782000000.0,8389000000.0,8942000000.0,9604000000.0,10320000000.0,10820000000.0,11140000000.0,12010000000.0,11290000000.0,12090000000.0,12920000000.0,12830000000.0,14030000000.0,14710000000.0,14630000000.0
,Economy,ECO,misc,MDG,Madagascar,HISTORY,WDI2017P,2005GKD,GDPPPP,16650000000.0,15600000000.0,15780000000.0,16110000000.0,16100000000.0,16380000000.0,16730000000.0,17350000000.0,18030000000.0,18870000000.0,19770000000.0,20960000000.0,18300000000.0,20090000000.0,21150000000.0,22120000000.0,23230000000.0,24680000000.0,26440000000.0,25380000000.0,25450000000.0,25820000000.0,26600000000.0,27200000000.0,28100000000.0,28960000000.0
,Economy,ECO,misc,MDV,Maldives,HISTORY,WDI2017P,2005GKD,GDPPPP,,,,,,,,,,,,1768000000.0,1863000000.0,2134000000.0,2415000000.0,2219000000.0,2660000000.0,2931000000.0,3302000000.0,3126000000.0,3350000000.0,3642000000.0,3733000000.0,3908000000.0,4143000000.0,4261000000.0
,Economy,ECO,misc,MEX,Mexico,HISTORY,WDI2017P,2005GKD,GDPPPP,932600000000.0,972000000000.0,1007000000000.0,1048000000000.0,1098000000000.0,1034000000000.0,1095000000000.0,1172000000000.0,1227000000000.0,1259000000000.0,1326000000000.0,1318000000000.0,1320000000000.0,1339000000000.0,1396000000000.0,1438000000000.0,1509000000000.0,1558000000000.0,1580000000000.0,1505000000000.0,1582000000000.0,1646000000000.0,1712000000000.0,1736000000000.0,1775000000000.0,1818000000000.0
,Economy,ECO,misc,MHL,Marshall islands,HISTORY,WDI2017P,2005GKD,GDPPPP,118500000.0,118600000.0,127100000.0,134700000.0,142600000.0,154300000.0,138400000.0,129500000.0,125800000.0,122800000.0,130000000.0,137000000.0,140600000.0,140800000.0,140800000.0,144600000.0,147400000.0,152700000.0,150200000.0,147600000.0,157100000.0,159700000.0,165600000.0,169500000.0,167900000.0,169000000.0
,Economy,ECO,misc,MKD,Macedonia- the former yugoslav republic of,HISTORY,WDI2017P,2005GKD,GDPPPP,16700000000.0,15670000000.0,14640000000.0,13540000000.0,13310000000.0,13160000000.0,13310000000.0,13500000000.0,13960000000.0,14570000000.0,15230000000.0,14760000000.0,14980000000.0,15320000000.0,16030000000.0,16790000000.0,17650000000.0,18790000000.0,19820000000.0,19750000000.0,20410000000.0,20890000000.0,20800000000.0,21410000000.0,22160000000.0,22980000000.0
,Economy,ECO,misc,MLI,Mali,HISTORY,WDI2017P,2005GKD,GDPPPP,9347000000.0,10440000000.0,10110000000.0,10430000000.0,10820000000.0,10920000000.0,11690000000.0,12260000000.0,13190000000.0,13940000000.0,13930000000.0,16070000000.0,16570000000.0,18080000000.0,18360000000.0,19560000000.0,20480000000.0,21190000000.0,22200000000.0,23240000000.0,24500000000.0,25290000000.0,25080000000.0,25660000000.0,27470000000.0,29110000000.0
,Economy,ECO,misc,MLT,Malta,HISTORY,WDI2017P,2005GKD,GDPPPP,4975000000.0,5286000000.0,5534000000.0,5782000000.0,6109000000.0,6497000000.0,6742000000.0,7096000000.0,7460000000.0,7812000000.0,8341000000.0,8392000000.0,8642000000.0,8862000000.0,8901000000.0,9238000000.0,9407000000.0,9782000000.0,10110000000.0,9860000000.0,10210000000.0,10400000000.0,10690000000.0,11170000000.0,11560000000.0,12270000000.0
,Economy,ECO,misc,MMR,Myanmar- the republic of the union of,HISTORY,WDI2017P,2005GKD,GDPPPP,26210000000.0,26040000000.0,28550000000.0,30270000000.0,32540000000.0,34800000000.0,37040000000.0,39140000000.0,41430000000.0,45970000000.0,52280000000.0,58210000000.0,65220000000.0,74240000000.0,84310000000.0,95760000000.0,108300000000.0,121300000000.0,133700000000.0,147800000000.0,162000000000.0,171100000000.0,183600000000.0,199100000000.0,215000000000.0,230700000000.0
,Economy,ECO,misc,MNE,Montenegro,HISTORY,WDI2017P,2005GKD,GDPPPP,,,,,,,,5400000000.0,5665000000.0,5133000000.0,5292000000.0,5350000000.0,5452000000.0,5588000000.0,5834000000.0,6078000000.0,6599000000.0,7302000000.0,7808000000.0,7366000000.0,7548000000.0,7791000000.0,7579000000.0,7848000000.0,7988000000.0,8240000000.0
,Economy,ECO,misc,MNG,Mongolia,HISTORY,WDI2017P,2005GKD,GDPPPP,9714000000.0,8869000000.0,8048000000.0,7793000000.0,7960000000.0,8467000000.0,8656000000.0,8994000000.0,9294000000.0,9579000000.0,9689000000.0,9975000000.0,10450000000.0,11180000000.0,12370000000.0,13260000000.0,14400000000.0,15870000000.0,17290000000.0,17070000000.0,18150000000.0,21290000000.0,23920000000.0,26700000000.0,28810000000.0,29490000000.0
,Economy,ECO,misc,MOZ,Mozambique,HISTORY,WDI2017P,2005GKD,GDPPPP,4354000000.0,4567000000.0,4328000000.0,4708000000.0,4998000000.0,5109000000.0,6481000000.0,7184000000.0,8036000000.0,8664000000.0,8810000000.0,9930000000.0,10800000000.0,11510000000.0,12400000000.0,13490000000.0,14810000000.0,15920000000.0,17010000000.0,18090000000.0,19300000000.0,20670000000.0,22160000000.0,23740000000.0,25510000000.0,27200000000.0
,Economy,ECO,misc,MRT,Mauritania,HISTORY,WDI2017P,2005GKD,GDPPPP,4947000000.0,5036000000.0,5130000000.0,5431000000.0,5265000000.0,5782000000.0,6118000000.0,5871000000.0,6034000000.0,6499000000.0,6471000000.0,6601000000.0,6645000000.0,7043000000.0,7447000000.0,8115000000.0,9647000000.0,9918000000.0,10030000000.0,9921000000.0,10390000000.0,10880000000.0,11510000000.0,12220000000.0,12730000000.0,
,Economy,ECO,misc,MUS,Mauritius,HISTORY,WDI2017P,2005GKD,GDPPPP,6790000000.0,7091000000.0,7553000000.0,7937000000.0,8265000000.0,8620000000.0,9101000000.0,9619000000.0,10200000000.0,10470000000.0,11410000000.0,11710000000.0,11960000000.0,12390000000.0,13100000000.0,13270000000.0,14400000000.0,15220000000.0,16050000000.0,16580000000.0,17300000000.0,18010000000.0,18640000000.0,19260000000.0,19990000000.0,20680000000.0
,Economy,ECO,misc,MWI,Malawi,HISTORY,WDI2017P,2005GKD,GDPPPP,6098000000.0,6630000000.0,6144000000.0,6739000000.0,6049000000.0,7061000000.0,7578000000.0,7865000000.0,8172000000.0,8420000000.0,8553000000.0,8127000000.0,8266000000.0,8737000000.0,9211000000.0,9512000000.0,9959000000.0,10910000000.0,11750000000.0,12730000000.0,13600000000.0,14260000000.0,14530000000.0,15290000000.0,16160000000.0,16610000000.0
