category,country,scenario,source,unit,variable,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
IPC1,BHS,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,1950.0,1780.0,1790.0,1700.0,1690.0,1680.0,1670.0,1360.0,1680.0,1670.0,1670.0,1570.0,1580.0,1520.0,1720.0,1740.0,1670.0,1690.0,1500.0,1640.0,1650.0,1860.0,1970.0,2800.0,2410.0,2500.0,2540.0
IPC1,BIH,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,23100.0,21400.0,5890.0,2210.0,2430.0,2120.0,4340.0,6830.0,10500.0,10600.0,11200.0,11600.0,12200.0,12300.0,13200.0,13700.0,14700.0,14600.0,16600.0,17200.0,17700.0,19900.0,18300.0,17400.0,19500.0,18000.0,19000.0
IPC1,BLR,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,96700.0,90100.0,83700.0,72600.0,60700.0,54000.0,55200.0,58200.0,54800.0,52500.0,51200.0,51200.0,50900.0,51800.0,57100.0,58000.0,62500.0,59800.0,61900.0,57700.0,61400.0,58500.0,59300.0,57800.0,56600.0,52700.0,54700.0
IPC1,BLZ,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,312.0,359.0,356.0,378.0,374.0,378.0,308.0,389.0,370.0,348.0,396.0,447.0,433.0,433.0,393.0,422.0,444.0,477.0,437.0,587.0,535.0,602.0,477.0,513.0,495.0,619.0,654.0
IPC1,BOL,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,5070.0,5360.0,6010.0,6600.0,7680.0,8210.0,8330.0,8520.0,8280.0,7200.0,7180.0,6420.0,8420.0,9010.0,8960.0,9970.0,12500.0,10000.0,10700.0,11300.0,12300.0,13000.0,15400.0,15300.0,16400.0,14700.0,15000.0
IPC1,BRA,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,170000.0,176000.0,179000.0,185000.0,194000.0,209000.0,225000.0,240000.0,249000.0,261000.0,268000.0,277000.0,273000.0,268000.0,283000.0,291000.0,296000.0,309000.0,327000.0,316000.0,348000.0,358000.0,382000.0,410000.0,430000.0,409000.0,380000.0
IPC1,BRB,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,975.0,1110.0,891.0,1090.0,711.0,792.0,796.0,810.0,1010.0,1090.0,1060.0,1100.0,1080.0,1110.0,1130.0,1180.0,1200.0,1220.0,1470.0,1490.0,1360.0,1420.0,1390.0,1370.0,1190.0,1230.0,1250.0
IPC1,BRN,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,6190.0,5310.0,5210.0,4970.0,4690.0,4790.0,4750.0,4940.0,5160.0,3810.0,4590.0,4390.0,4260.0,4480.0,4880.0,4870.0,4740.0,8320.0,9000.0,7760.0,8070.0,9550.0,9500.0,7630.0,8930.0,9030.0,10700.0
IPC1,BTN,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,128.0,128.0,158.0,129.0,151.0,180.0,217.0,309.0,308.0,312.0,323.0,309.0,338.0,297.0,224.0,312.0,305.0,305.0,330.0,301.0,389.0,462.0,557.0,634.0,660.0,,
IPC1,BWA,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,2700.0,2640.0,2780.0,3200.0,3030.0,3050.0,2760.0,2800.0,3340.0,3160.0,3780.0,3850.0,3980.0,3830.0,3900.0,4100.0,4140.0,4230.0,4510.0,3760.0,4560.0,4020.0,4050.0,5050.0,6850.0,7020.0,7060.0
IPC1,CAF,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,179.0,186.0,195.0,202.0,212.0,208.0,205.0,211.0,210.0,219.0,218.0,196.0,192.0,181.0,194.0,208.0,215.0,232.0,236.0,233.0,253.0,267.0,281.0,284.0,282.0,362.0,378.0
IPC1,CAN,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,430000.0,420000.0,434000.0,431000.0,446000.0,457000.0,471000.0,484000.0,494000.0,508000.0,531000.0,525000.0,529000.0,544000.0,541000.0,535000.0,527000.0,551000.0,534000.0,504000.0,517000.0,518000.0,517000.0,524000.0,526000.0,525000.0,516000.0
IPC1,CHE,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,40900.0,43200.0,43300.0,41100.0,40000.0,40900.0,41800.0,40900.0,42500.0,42300.0,41300.0,42800.0,41200.0,42500.0,42900.0,43300.0,43000.0,41000.0,42400.0,41300.0,42600.0,38600.0,40000.0,40900.0,36900.0,36600.0,37000.0
IPC1,CHL,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,32000.0,30100.0,31000.0,33000.0,35000.0,37800.0,43200.0,49700.0,50000.0,53300.0,49900.0,45000.0,46700.0,47400.0,50900.0,52700.0,55300.0,61900.0,63300.0,59800.0,65900.0,72100.0,73500.0,75500.0,74900.0,75300.0,79800.0
IPC1,CHN,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,2320000.0,2420000.0,2510000.0,2650000.0,2830000.0,3060000.0,3190000.0,3220000.0,3050000.0,3040000.0,3150000.0,3200000.0,3530000.0,4180000.0,4830000.0,5440000.0,5970000.0,6370000.0,6840000.0,7140000.0,7800000.0,8580000.0,8810000.0,8810000.0,8810000.0,8770000.0,8720000.0
IPC1,CIV,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,4790.0,4310.0,3850.0,5100.0,4140.0,6240.0,7540.0,7220.0,6770.0,6110.0,6650.0,7670.0,7480.0,5310.0,7400.0,7580.0,6900.0,6670.0,6730.0,5680.0,6240.0,6580.0,8570.0,9540.0,9750.0,9630.0,9690.0
IPC1,CMR,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,3080.0,2490.0,5130.0,5490.0,10900.0,11300.0,11100.0,9540.0,9480.0,9290.0,9390.0,8950.0,8440.0,8600.0,8910.0,8810.0,9050.0,10900.0,10900.0,12100.0,11300.0,9830.0,10000.0,6070.0,6350.0,7570.0,7910.0
IPC1,COD,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,3840.0,2840.0,2730.0,2520.0,2630.0,3030.0,3390.0,3080.0,2700.0,2210.0,1560.0,1640.0,1700.0,1930.0,1890.0,2080.0,2150.0,2410.0,2510.0,2260.0,2500.0,2960.0,2890.0,3370.0,4510.0,3090.0,3220.0
IPC1,COG,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,1140.0,953.0,1220.0,1270.0,2100.0,1510.0,1690.0,2340.0,777.0,825.0,1040.0,766.0,576.0,917.0,950.0,931.0,1070.0,1160.0,1260.0,1690.0,1940.0,2220.0,2900.0,2960.0,2800.0,2690.0,2810.0
IPC1,COK,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,36.7,36.7,36.7,40.3,40.3,40.3,47.7,47.7,47.7,47.7,47.7,33.0,29.3,33.0,55.0,62.3,66.0,66.0,69.7,69.7,69.7,69.7,69.7,69.7,69.7,74.3,87.7
IPC1,COL,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,45500.0,46100.0,50800.0,52700.0,55800.0,50700.0,53300.0,59600.0,62900.0,54800.0,58200.0,58300.0,58000.0,59900.0,57300.0,62600.0,64800.0,63600.0,70300.0,76200.0,80100.0,79900.0,83600.0,93600.0,86800.0,88800.0,89300.0
IPC1,COM,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,62.3,66.0,66.0,69.7,69.7,73.3,77.0,80.7,88.0,91.7,103.0,103.0,103.0,132.0,143.0,139.0,161.0,103.0,106.0,132.0,161.0,136.0,143.0,176.0,154.0,,
IPC1,CPV,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,95.3,99.0,106.0,110.0,114.0,121.0,143.0,147.0,158.0,183.0,216.0,235.0,275.0,308.0,330.0,440.0,473.0,506.0,469.0,524.0,557.0,616.0,506.0,499.0,502.0,685.0,689.0
IPC1,CRI,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,2380.0,2730.0,3180.0,3290.0,4520.0,4210.0,4140.0,4310.0,4550.0,4740.0,4720.0,4900.0,5410.0,5710.0,5800.0,5490.0,5990.0,6530.0,6620.0,6410.0,6490.0,6590.0,6610.0,6420.0,6560.0,7920.0,8350.0
IPC1,CUB,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,32600.0,29500.0,31200.0,29800.0,32600.0,26100.0,27400.0,24900.0,24700.0,25500.0,26400.0,25000.0,24700.0,24200.0,23700.0,24500.0,25800.0,25100.0,28600.0,28100.0,35900.0,32400.0,32500.0,31200.0,31300.0,32400.0,32900.0
IPC1,CYP,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,3910.0,4440.0,4760.0,4940.0,5150.0,5050.0,5340.0,5460.0,5800.0,6060.0,6290.0,6180.0,6330.0,6720.0,6870.0,7050.0,7230.0,7540.0,7710.0,7630.0,7400.0,7110.0,6630.0,5720.0,5880.0,6000.0,6400.0
IPC1,CZE,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,147000.0,135000.0,130000.0,125000.0,118000.0,119000.0,121000.0,116000.0,111000.0,104000.0,114000.0,114000.0,111000.0,114000.0,114000.0,113000.0,113000.0,114000.0,109000.0,104000.0,105000.0,103000.0,99100.0,94700.0,91800.0,93000.0,94600.0
IPC1,DEU,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,990000.0,956000.0,911000.0,901000.0,882000.0,882000.0,904000.0,873000.0,867000.0,841000.0,840000.0,863000.0,848000.0,845000.0,831000.0,812000.0,823000.0,798000.0,802000.0,746000.0,785000.0,761000.0,767000.0,784000.0,745000.0,750000.0,754000.0
IPC1,DJI,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,323.0,312.0,312.0,312.0,304.0,304.0,312.0,327.0,316.0,316.0,341.0,367.0,400.0,422.0,408.0,416.0,412.0,463.0,500.0,463.0,518.0,474.0,518.0,535.0,546.0,567.0,586.0
IPC1,DMA,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,68.0,68.0,68.0,72.3,76.5,91.3,80.8,87.2,81.8,84.6,106.0,118.0,113.0,111.0,111.0,119.0,115.0,156.0,134.0,134.0,141.0,130.0,138.0,134.0,138.0,142.0,145.0
IPC1,DNK,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,53000.0,63500.0,57600.0,59800.0,63700.0,60500.0,73800.0,64300.0,60300.0,57700.0,53500.0,55300.0,54800.0,60100.0,54500.0,50900.0,58800.0,54100.0,50900.0,48900.0,49600.0,44400.0,39900.0,41700.0,37500.0,35200.0,36800.0
IPC1,DOM,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,8220.0,9700.0,11300.0,12900.0,14400.0,16900.0,16800.0,16000.0,15400.0,16000.0,17600.0,16800.0,17300.0,16700.0,13500.0,13000.0,12900.0,13000.0,12000.0,11100.0,10800.0,10900.0,11400.0,11000.0,10900.0,11200.0,11400.0
IPC1,DZA,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,74200.0,76900.0,77500.0,79600.0,83900.0,92400.0,94100.0,84000.0,104000.0,88500.0,84100.0,80500.0,85800.0,87500.0,83400.0,101000.0,94100.0,102000.0,102000.0,112000.0,110000.0,112000.0,121000.0,125000.0,135000.0,132000.0,132000.0
IPC1,ECU,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,15700.0,15300.0,21200.0,23200.0,12600.0,21500.0,22700.0,16900.0,21200.0,20300.0,19300.0,21700.0,23500.0,25400.0,27300.0,28400.0,26800.0,29700.0,31100.0,33400.0,33800.0,35800.0,35100.0,37700.0,40600.0,38200.0,36000.0
IPC1,EGY,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,74700.0,72800.0,72000.0,81800.0,71700.0,78300.0,82000.0,84700.0,94400.0,94400.0,106000.0,96500.0,100000.0,123000.0,129000.0,147000.0,157000.0,165000.0,174000.0,179000.0,176000.0,191000.0,185000.0,184000.0,173000.0,175000.0,182000.0
IPC1,ERI,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,865.0,796.0,778.0,849.0,843.0,909.0,990.0,836.0,568.0,598.0,587.0,609.0,583.0,704.0,748.0,744.0,539.0,557.0,392.0,491.0,491.0,499.0,532.0,539.0,546.0,567.0,586.0
IPC1,ESP,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,211000.0,222000.0,231000.0,224000.0,233000.0,247000.0,234000.0,247000.0,254000.0,276000.0,287000.0,288000.0,307000.0,311000.0,326000.0,340000.0,330000.0,338000.0,310000.0,275000.0,261000.0,265000.0,261000.0,234000.0,235000.0,250000.0,240000.0
IPC1,EST,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,36800.0,33800.0,24400.0,19100.0,20000.0,18300.0,18900.0,18500.0,16700.0,15500.0,15300.0,15600.0,15400.0,17200.0,17300.0,17300.0,16200.0,20200.0,18000.0,15200.0,18900.0,19600.0,18100.0,18900.0,18400.0,15600.0,17200.0
IPC1,ETH,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,2170.0,1760.0,1880.0,2170.0,2000.0,1880.0,2230.0,2600.0,2710.0,2690.0,2960.0,3720.0,3890.0,4210.0,4440.0,5060.0,5370.0,6350.0,6840.0,7020.0,9900.0,7640.0,7890.0,9430.0,10300.0,10700.0,11100.0
IPC1,FIN,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,52700.0,51400.0,50800.0,52800.0,58200.0,55300.0,60500.0,58900.0,55500.0,55000.0,53200.0,58500.0,61200.0,68700.0,64800.0,53200.0,64200.0,62200.0,54000.0,52000.0,59600.0,52100.0,46800.0,47400.0,43600.0,40000.0,43200.0
IPC1,FJI,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,770.0,631.0,704.0,708.0,700.0,719.0,781.0,748.0,722.0,737.0,792.0,1010.0,836.0,990.0,1290.0,1030.0,1150.0,1090.0,825.0,737.0,1140.0,1000.0,986.0,1060.0,1220.0,1300.0,1540.0
