category,country,scenario,source,unit,variable,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
IPC2,TTO,HISTCR,PRIMAP-hist_v2.0,Gg,CH4,0.9259999999999999,1.04,1.11,1.13,2.34,2.32,3.54,3.49,4.6,4.82,5.52,5.52,5.52,5.52,7.96,10.4,12.9,13.3,12.7,13.3,13.3,13.3,13.3,,,,
IPC2,TUN,HISTCR,PRIMAP-hist_v2.0,Gg,CH4,0.0135,0.0139,0.0141,0.0134,0.012,0.0139,0.0133,0.0129,0.0106,0.0155,0.0167,0.0164,0.013,0.00385,0.00385,0.00385,0.00385,0.00385,0.00385,0.00385,0.00385,,,,,,
IPC2,TUR,HISTCR,PRIMAP-hist_v2.0,Gg,CH4,0.317,0.299,0.314,0.314,0.316,0.302,0.326,0.34299999999999997,0.324,0.305,0.353,0.33399999999999996,0.298,0.326,0.33399999999999996,0.376,0.354,0.369,0.38299999999999995,0.361,0.41100000000000003,0.447,0.517,0.535,0.556,0.602,0.69
IPC2,UKR,HISTCR,PRIMAP-hist_v2.0,Gg,CH4,55.7,45.9,42.6,32.4,25.1,20.8,20.1,23.5,23.9,25.5,28.0,58.6,87.7,115.0,147.0,125.0,122.0,121.0,68.5,27.8,45.0,103.0,87.9,38.1,27.3,23.9,25.9
IPC2,URY,HISTCR,PRIMAP-hist_v2.0,Gg,CH4,0.00033,0.000303,0.000275,0.000275,0.000275,0.00022,0.000275,0.000248,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,,,,,,
IPC2,USA,HISTCR,PRIMAP-hist_v2.0,Gg,CH4,11.6,11.5,11.1,13.5,14.0,14.6,15.5,16.3,16.0,15.5,13.5,9.51,9.67,9.5,8.15,4.42,3.29,3.42,3.23,3.04,3.12,3.1,3.84,4.32,6.36,8.54,11.2
IPC2,UZB,HISTCR,PRIMAP-hist_v2.0,Gg,CH4,0.0013599999999999999,0.0011300000000000001,0.00109,0.000872,0.0007440000000000001,0.00103,0.0017800000000000001,0.00253,0.00329,0.0040100000000000005,0.00476,0.00524,0.00762,0.069,0.111,0.127,0.14,0.15,0.13699999999999998,0.139,0.141,0.14800000000000002,0.141,,,,
IPC2,VEN,HISTCR,PRIMAP-hist_v2.0,Gg,CH4,0.43,0.431,0.43200000000000005,0.431,1.7,3.22,3.22,3.36,3.49,3.5,3.55,3.5,3.47,3.46,3.51,3.54,3.57,3.61,3.64,3.61,3.63,3.67,3.67,,,,
IPC2,ZAF,HISTCR,PRIMAP-hist_v2.0,Gg,CH4,0.5670000000000001,0.557,0.547,0.5579999999999999,0.58,0.934,0.934,0.95,2.1,3.21,3.02,3.03,2.92,3.03,3.18,4.14,4.53,6.11,6.11,3.13,2.26,2.68,3.7,2.94,,,
IPC2,ZWE,HISTCR,PRIMAP-hist_v2.0,Gg,CH4,0.215,0.223,0.23199999999999998,0.147,0.24100000000000002,0.331,0.325,0.31,0.295,0.287,0.293,0.28600000000000003,0.284,0.27,0.213,0.264,0.223,0.16699999999999998,0.162,0.0801,0.161,0.154,0.151,,,,
