"categoryCode","categoryName","Unit","CountryISO","CountryNames","Entity","Y1990","Y1991","Y1992","Y1993","Y1994","Y1995","Y1996","Y1997","Y1998","Y1999","Y2000","Y2001","Y2002","Y2003","Y2004","Y2005","Y2006","Y2007","Y2008","Y2009","Y2010","Y2011","Y2012","Y2013","Y2014","Y2015","Y2016","Y2017",
"IPC4","Waste","MtCO2eq","URY","URUGUAY","CH4",0.6678,NaN,NaN,NaN,0.7875,NaN,NaN,NaN,0.8274,NaN,0.8967,NaN,0.8547,NaN,0.8799,NaN,0.84819,NaN,0.8862,NaN,0.96978,NaN,0.987,NaN,NaN,NaN,NaN,NaN,
"IPC4","Waste","MtCO2eq","USA","UNITED STATES OF AMERICA","CH4",164.3195,166.3606,166.3947,164.6925,164.7339,160.6352,157.6646,149.9078,141.8184,136.3928,133.7407,129.6445,128.0218,130.1957,128.0583,126.3263,124.4648,122.6919,120.9258,118.7,119.3627,111.7386,112.5914,109.3751,108.9969,108.2633,104.6698,NaN,
"IPC4","Waste","MtCO2eq","UZB","UZBEKISTAN","CH4",3.6429,3.6821,3.7243,3.761,3.7871,3.8136,3.8605,3.9089,3.9515,3.9924,4.0101,4.0398,4.0853,4.1073,4.121,4.108,4.4832,4.5318,6.4971,6.5966,6.7486,6.9348,7.0333,NaN,NaN,NaN,NaN,NaN,
"IPC4","Waste","MtCO2eq","VCT","SAINT VINCENT AND THE GRENADINES","CH4",0.035343,NaN,NaN,NaN,0.037149,NaN,NaN,0.037191,NaN,NaN,0.060942,NaN,NaN,NaN,0.060837,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"IPC4","Waste","MtCO2eq","VNM","VIET NAM","CH4",NaN,NaN,NaN,NaN,1.4304,NaN,NaN,NaN,NaN,NaN,6.9611,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.4487,NaN,NaN,15.5352,NaN,NaN,NaN,NaN,
"IPC4","Waste","MtCO2eq","ZAF","SOUTH AFRICA","CH4",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.8413,10.6019,11.3368,12.0513,12.7454,13.4207,14.0787,14.7203,14.7203,15.3469,15.9579,16.5529,17.2013,17.8413,NaN,NaN,NaN,NaN,
"IPC4","Waste","MtCO2eq","ZWE","ZIMBABWE","CH4",NaN,NaN,NaN,NaN,0.52815,NaN,NaN,NaN,NaN,NaN,1.4301,NaN,NaN,NaN,NaN,NaN,0.63168,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"IPCMAG","Agriculture","MtCO2eq","ALB","ALBANIA","CH4",0.87234,0.84063,0.79317,0.86352,0.93345,1.0036,1.0735,1.0735,1.0964,1.1663,1.5494,1.5072,1.4612,1.4725,1.4612,1.3999,1.3717,1.2802,1.2014,1.1277,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"IPCMAG","Agriculture","MtCO2eq","AND","ANDORRA","CH4",0.0033002,NaN,NaN,NaN,NaN,0.0030796,NaN,NaN,NaN,NaN,0.0030824,NaN,NaN,NaN,NaN,0.0038645,NaN,NaN,NaN,NaN,0.0041403,0.0041081,0.0040748,0.0040361,NaN,NaN,NaN,NaN,
"IPCMAG","Agriculture","MtCO2eq","ARE","UNITED ARAB EMIRATES","CH4",NaN,NaN,NaN,NaN,1.0164,NaN,NaN,NaN,NaN,NaN,1.68,NaN,NaN,NaN,NaN,1.575,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"IPCMAG","Agriculture","MtCO2eq","ARG","ARGENTINA","CH4",62.0063,62.6913,63.5175,64.3699,65.0854,63.6491,62.9913,61.3902,60.5783,60.4449,64.4358,66.0696,69.3659,73.5461,75.3731,75.8446,77.2611,77.6491,74.8431,71.5957,50.7837,51.8392,54.4156,55.8642,48.258,NaN,NaN,NaN,
"IPCMAG","Agriculture","MtCO2eq","ARM","ARMENIA","CH4",0.93227,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.78775,NaN,NaN,NaN,NaN,NaN,0.96398,NaN,NaN,NaN,0.92952,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"IPCMAG","Agriculture","MtCO2eq","AUS","AUSTRALIA","CH4",56.6153,56.1548,54.3349,52.6943,52.4088,50.4012,51.3249,51.6575,51.4868,51.1123,52.8483,51.9418,51.6437,48.7389,50.1165,50.8116,49.604,47.8988,45.9306,45.6318,43.6982,46.4206,47.3179,47.5973,47.1388,45.3771,44.1163,NaN,
"IPCMAG","Agriculture","MtCO2eq","AUT","AUSTRIA","CH4",4.5435,4.4804,4.2933,4.2983,4.2912,4.3638,4.2906,4.2135,4.1825,4.1351,4.1071,4.0531,3.968,3.9233,3.9181,3.8721,3.8582,3.8741,3.8617,3.9121,3.902,3.8515,3.8243,3.8288,3.8444,3.8386,3.8507,NaN,
"IPCMAG","Agriculture","MtCO2eq","AZE","AZERBAIJAN","CH4",2.7122,2.6979,2.592,2.6275,2.4037,2.4566,2.5862,2.6987,2.8088,2.8894,3.0337,3.1746,3.3144,3.4219,3.5339,3.6175,3.8153,3.9186,4.1496,4.0725,4.1066,4.0106,3.9018,NaN,NaN,NaN,NaN,NaN,
"IPCMAG","Agriculture","MtCO2eq","BEL","BELGIUM","CH4",5.6362,5.5814,5.5513,5.6282,5.6169,5.6813,5.6248,5.5645,5.5542,5.5716,5.3486,5.3322,5.17,4.9971,4.9586,4.895,4.8662,4.9486,4.9104,4.9374,4.9604,4.9045,4.8481,4.8235,4.9005,4.9175,4.9046,NaN,
"IPCMAG","Agriculture","MtCO2eq","BGD","BANGLADESH","CH4",NaN,NaN,NaN,NaN,23.6822,NaN,NaN,NaN,NaN,NaN,NaN,23.1989,NaN,NaN,NaN,25.5295,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"IPCMAG","Agriculture","MtCO2eq","BGR","BULGARIA, THE REPUBLIC OF","CH4",4.7415,4.4897,4.063,3.326,2.6119,2.225,2.1196,2.0472,1.9745,2.0074,1.9317,1.6949,1.7563,1.8408,1.8186,1.7414,1.7152,1.6449,1.6134,1.5307,1.5375,1.5269,1.4714,1.5052,1.5238,1.502,1.4892,NaN,
"IPCMAG","Agriculture","MtCO2eq","BIH","BOSNIA AND HERZEGOVINA","CH4",1.8335,1.7596,1.8761,0.50904,0.56784,0.70035,0.79191,0.85554,0.87003,0.89649,0.85428,0.85743,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.924,0.903,NaN,NaN,NaN,
"IPCMAG","Agriculture","MtCO2eq","BLR","BELARUS","CH4",12.3063,11.7352,10.9614,10.3873,9.8322,9.2041,8.7802,8.6344,8.533,8.0912,7.7085,7.5995,7.4139,7.2712,7.3476,7.5418,7.6161,7.591,7.7498,7.9197,7.9369,7.9843,8.1761,8.1238,8.1019,8.2048,8.1684,NaN,
"IPCMAG","Agriculture","MtCO2eq","BOL","BOLIVIA, THE PLURINATIONAL STATE OF","CH4",8.3387,NaN,NaN,NaN,9.2749,NaN,NaN,NaN,10.2186,NaN,10.844,NaN,9.5356,NaN,10.4191,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"IPCMAG","Agriculture","MtCO2eq","BRA","BRAZIL","CH4",192.8976,198.9561,202.419,203.3073,207.1671,211.2222,204.5862,207.6459,209.2419,212.3499,218.0283,225.9096,233.5473,245.0028,256.1097,259.5117,258.153,245.8491,251.0634,255.4902,260.7276,NaN,262.3383,NaN,NaN,NaN,NaN,NaN,
"IPCMAG","Agriculture","MtCO2eq","CAF","CENTRAL AFRICAN REPUBLIC","CH4",NaN,NaN,NaN,NaN,5.7905,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.4594,29.4594,29.4594,9.45,9.45,9.45,4.867,4.867,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"IPCMAG","Agriculture","MtCO2eq","CAN","CANADA","CH4",21.2665,21.6877,22.6947,23.0672,24.0363,25.316,25.6599,25.6339,25.7891,25.9707,26.5409,27.3329,27.4734,27.7308,28.637,29.3594,28.5846,27.5686,26.728,25.2891,24.3723,23.8239,23.8648,23.9471,23.8743,23.8274,24.0665,NaN,
"IPCMAG","Agriculture","MtCO2eq","CHE","SWITZERLAND","CH4",3.7409,3.7307,3.6594,3.6129,3.6306,3.6227,3.5966,3.5165,3.4885,3.4371,3.4208,3.4508,3.4295,3.3976,3.3716,3.4032,3.4334,3.4521,3.5388,3.4919,3.4712,3.4662,3.4683,3.4382,3.4667,3.4572,3.4252,NaN,
"IPCMAG","Agriculture","MtCO2eq","CHL","CHILE","CH4",NaN,NaN,NaN,6.4336,6.0732,NaN,NaN,NaN,NaN,NaN,6.4701,NaN,NaN,NaN,NaN,NaN,6.1307,NaN,NaN,NaN,6.2601,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"IPCMAG","Agriculture","MtCO2eq","CHN","CHINA","CH4",NaN,NaN,NaN,NaN,361.116,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,528.549,NaN,NaN,NaN,NaN,NaN,NaN,480.606,NaN,NaN,NaN,NaN,NaN,
"IPCMAG","Agriculture","MtCO2eq","COL","COLOMBIA","CH4",31.8627,NaN,NaN,NaN,34.3195,NaN,NaN,NaN,NaN,NaN,33.1899,NaN,NaN,NaN,35.687,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"IPCMAG","Agriculture","MtCO2eq","CRI","COSTA RICA","CH4",2.6149,NaN,NaN,NaN,NaN,NaN,2.8076,NaN,NaN,NaN,2.0915,NaN,NaN,NaN,NaN,2.1078,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"IPCMAG","Agriculture","MtCO2eq","CUB","CUBA","CH4",4.1628,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.1051,NaN,3.9934,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"IPCMAG","Agriculture","MtCO2eq","CYP","CYPRUS","CH4",0.22507,0.23059,0.23962,0.25244,0.25353,0.26467,0.27406,0.27093,0.26658,0.26311,0.26981,0.28898,0.30357,0.29386,0.28776,0.26705,0.26901,0.27028,0.2626,0.25946,0.26605,0.26809,0.2517,0.23833,0.23043,0.23332,0.24962,NaN,
"IPCMAG","Agriculture","MtCO2eq","CZE","CZECH REPUBLIC","CH4",6.2583,5.9179,5.3675,4.7296,4.1457,4.0055,3.9375,3.7009,3.4935,3.5612,3.4265,3.4301,3.3905,3.3756,3.271,3.1845,3.1395,3.1601,3.1417,3.0101,2.9202,2.9029,2.908,2.919,2.9728,3.0437,3.1069,NaN,
"IPCMAG","Agriculture","MtCO2eq","DEU","GERMANY","CH4",35.8994,31.8607,30.9082,30.6555,30.921,30.7727,30.7416,29.9402,29.6162,29.5789,28.8149,29.1171,28.083,27.7591,26.9802,26.9245,26.3286,26.3762,26.8254,26.9549,26.7215,26.5291,26.6156,27.0664,27.2596,27.1273,26.8452,NaN,
"IPCMAG","Agriculture","MtCO2eq","DMA","DOMINICA","CH4",NaN,NaN,NaN,NaN,0.0049655,NaN,NaN,NaN,NaN,NaN,0.01637,0.01637,0.01637,0.01637,0.01637,0.01637,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"IPCMAG","Agriculture","MtCO2eq","DNK","DENMARK","CH4",4.7164,4.8114,4.8745,5.0045,4.9105,4.9229,4.947,4.8968,4.9862,4.836,4.8289,4.9705,4.9843,4.9763,4.9304,4.7994,4.7089,4.7716,4.7195,4.694,4.7594,4.7125,4.7206,4.6935,4.7144,4.6757,4.6946,NaN,
"IPCMAG","Agriculture","MtCO2eq","DOM","DOMINICAN REPUBLIC","CH4",1.5082,NaN,NaN,NaN,1.8102,NaN,NaN,NaN,2.6416,NaN,2.9419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.6391,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"IPCMAG","Agriculture","MtCO2eq","EGY","EGYPT","CH4",11.4093,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.579,NaN,NaN,NaN,NaN,15.0083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"IPCMAG","Agriculture","MtCO2eq","ESP","SPAIN","CH4",18.4678,17.8453,17.9709,17.8091,18.2654,18.8846,19.3761,19.592,19.8826,20.2279,21.06,21.0008,21.012,21.5229,21.1849,20.3977,19.6711,20.175,18.9709,19.2395,18.1502,18.0909,17.3379,16.8382,17.3416,18.0135,18.1875,NaN,
"IPCMAG","Agriculture","MtCO2eq","EST","ESTONIA","CH4",1.1708,1.0971,0.93657,0.73822,0.68396,0.61037,0.56636,0.56228,0.54398,0.4675,0.46027,0.48089,0.46092,0.47027,0.47642,0.48259,0.48624,0.48714,0.48434,0.4811,0.49287,0.49549,0.51267,0.53746,0.54234,0.52045,0.50872,NaN,
"IPCMAG","Agriculture","MtCO2eq","ETH","ETHIOPIA","CH4",33.201,33.852,32.235,32.13,25.0235,25.1924,26.3025,29.5855,29.7322,29.2356,27.4785,29.2148,33.9261,33.0518,33.62,35.599,36.4825,41.5115,41.9549,43.2307,45.3463,44.2062,45.7468,46.0707,NaN,NaN,NaN,NaN,
"IPCMAG","Agriculture","MtCO2eq","EU28","European Union (28)","CH4",254.7636,242.8642,234.5709,228.4735,225.4326,224.3264,224.0378,221.2955,219.3673,217.6097,214.6838,211.7654,208.6863,208.0429,205.4653,204.044,202.6611,204.0278,201.6994,200.865,197.2387,196.0369,195.0451,195.0301,197.2967,199.2885,199.4247,NaN,
"IPCMAG","Agriculture","MtCO2eq","FIN","FINLAND","CH4",2.3483,2.2532,2.1917,2.218,2.2347,2.1296,2.1459,2.1904,2.1417,2.1128,2.1231,2.1116,2.1423,2.1376,2.13,2.1316,2.1294,2.1142,2.0867,2.1168,2.1577,2.1244,2.1122,2.1117,2.1436,2.1688,2.1566,NaN,
"IPCMAG","Agriculture","MtCO2eq","FRA","FRANCE","CH4",35.8751,35.3116,34.8599,34.6205,34.7706,34.9796,34.8678,34.7293,34.5094,34.6883,35.8671,35.8446,35.1642,34.3039,33.6531,33.4998,33.6327,33.7706,34.1339,33.8864,33.4801,33.354,32.7421,32.7308,33.4393,33.5436,33.1925,NaN,
"IPCMAG","Agriculture","MtCO2eq","GBR","UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND","CH4",26.3087,26.0229,26.0242,25.8807,25.9571,25.7446,26.1123,25.8703,25.8901,25.75,24.8709,23.6087,23.1691,23.3028,23.5233,23.2866,22.8796,22.6426,21.9846,21.7531,21.8914,21.789,21.7191,21.7433,22.129,22.2034,22.2308,NaN,
"IPCMAG","Agriculture","MtCO2eq","GEO","GEORGIA","CH4",NaN,1.8417,1.7178,1.4322,1.3167,1.3335,1.3713,NaN,NaN,NaN,1.5536,1.638,1.638,1.701,1.722,1.743,1.6699,1.4921,1.4104,1.4123,1.3301,1.3148,1.3889,1.4765,NaN,NaN,NaN,NaN,
"IPCMAG","Agriculture","MtCO2eq","GHA","GHANA","CH4",1.8619,2.1515,1.9975,1.9753,2.0483,2.1363,2.3071,2.4755,2.5113,2.5376,2.5729,2.5975,2.7428,2.6888,2.7374,2.7682,2.8827,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"IPCMAG","Agriculture","MtCO2eq","GRC","GREECE","CH4",4.1282,4.1336,4.0788,4.0744,4.0202,4.1293,4.1444,4.1524,4.139,4.152,4.0881,4.1159,4.1683,4.1913,4.1699,4.1709,4.1806,4.1687,4.1217,4.1014,4.1754,4.1575,4.1044,4.0343,3.8826,3.8176,3.7568,NaN,
"IPCMAG","Agriculture","MtCO2eq","GTM","GUATEMALA","CH4",2.7273,NaN,NaN,NaN,2.4151,NaN,NaN,NaN,NaN,NaN,2.3416,NaN,NaN,NaN,NaN,3.2595,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"IPCMAG","Agriculture","MtCO2eq","GUY","GUYANA","CH4",0.82803,0.83853,0.84483,0.85953,0.86226,0.8736,0.91203,0.94836,0.90426,0.99708,0.87213,0.92253,0.71883,0.97503,0.93723,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"IPCMAG","Agriculture","MtCO2eq","HRV","CROATIA","CH4",2.1724,2.0828,1.7833,1.7983,1.6539,1.579,1.5299,1.4856,1.4465,1.4484,1.3974,1.4193,1.3918,1.4233,1.5301,1.4788,1.5074,1.4348,1.3728,1.4044,1.4085,1.4009,1.3748,1.3288,1.3077,1.3695,1.3582,NaN,
"IPCMAG","Agriculture","MtCO2eq","HUN","HUNGARY","CH4",4.1959,3.8959,3.3355,2.859,2.5321,2.4708,2.4965,2.4297,2.4354,2.4896,2.4457,2.3566,2.3617,2.3559,2.2611,2.207,2.1471,2.1603,2.1128,2.0579,2.0357,2.0383,2.1015,2.1416,2.2067,2.2806,2.3033,NaN,
"IPCMAG","Agriculture","MtCO2eq","IDN","INDONESIA","CH4",59.4225,68.1174,68.4456,68.7664,69.004,66.0798,63.1556,60.2314,57.3072,54.383,51.4588,53.3131,53.7919,52.9465,53.1968,54.1111,54.2012,55.8495,50.984,52.6491,53.7846,53.63,55.6489,NaN,NaN,NaN,NaN,NaN,
"IPCMAG","Agriculture","MtCO2eq","IND","INDIA","CH4",NaN,NaN,NaN,NaN,297.675,NaN,NaN,NaN,NaN,NaN,295.8543,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,306.8684,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"IPCMAG","Agriculture","MtCO2eq","IRL","IRELAND","CH4",10.7209,10.8192,10.9204,10.8982,10.829,10.8338,11.1365,11.3626,11.5024,11.1355,10.631,10.5644,10.4397,10.3875,10.3662,10.2447,10.1789,9.9851,9.934,9.7773,9.5877,9.4897,9.8134,9.9541,10.0678,10.3159,10.6256,NaN,
"IPCMAG","Agriculture","MtCO2eq","ISL","ICELAND","CH4",0.30844,0.29995,0.29597,0.29537,0.29709,0.28681,0.29117,0.28817,0.29416,0.29279,0.28204,0.28401,0.27814,0.27452,0.27053,0.27349,0.27941,0.28391,0.28677,0.29031,0.29132,0.2914,0.28992,0.28249,0.29606,0.30057,0.3038,NaN,
"IPCMAG","Agriculture","MtCO2eq","ISR","ISRAEL","CH4",NaN,NaN,NaN,NaN,NaN,NaN,0.89082,NaN,NaN,NaN,0.92011,NaN,NaN,0.83493,0.8446,0.87831,0.92946,0.93151,0.96322,0.93586,0.96054,0.78739,0.79568,0.81883,0.82461,0.84677,NaN,NaN,
"IPCMAG","Agriculture","MtCO2eq","ITA","ITALY","CH4",17.9109,18.0416,17.5529,17.4744,17.4838,17.7002,17.8024,17.7445,17.5594,17.7177,17.1794,16.6919,16.3042,16.3849,16.117,16.035,15.7535,16.271,16.0616,16.3126,15.9358,15.8093,15.7494,15.5578,15.3455,15.5187,15.8517,NaN,
"IPCMAG","Agriculture","MtCO2eq","JPN","JAPAN","CH4",21.4028,20.922,22.0568,19.3073,22.6534,21.8529,21.342,21.1416,20.0985,20.2896,20.633,20.4448,20.5674,19.6304,20.713,20.7515,20.5686,21.0664,21.1546,20.7837,21.4969,21.1602,20.6584,20.6343,20.3269,19.8649,19.7813,NaN,
"IPCMAG","Agriculture","MtCO2eq","KAZ","KAZAKHSTAN","CH4",23.5628,22.9699,22.5416,22.0238,17.3508,14.946,11.5446,9.5026,8.9541,9.4512,9.6299,9.8414,10.4622,11.2051,11.9137,12.4859,13.097,13.5386,13.9424,14.1797,14.4977,13.6695,13.8051,14.236,14.8383,15.3553,16.028,NaN,
"IPCMAG","Agriculture","MtCO2eq","KEN","KENYA","CH4",NaN,NaN,NaN,NaN,NaN,14.217,NaN,NaN,NaN,NaN,13.041,NaN,NaN,NaN,NaN,15.141,NaN,NaN,NaN,NaN,17.115,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"IPCMAG","Agriculture","MtCO2eq","KGZ","KYRGYZSTAN","CH4",3.0675,3.0182,2.8424,2.6202,2.1776,2.0281,1.9375,1.9996,2.0387,2.0859,2.1158,2.1387,2.1846,2.1746,2.2337,2.3017,2.3916,2.4918,2.608,2.7341,2.7936,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"IPCMAG","Agriculture","MtCO2eq","KIR","KIRIBATI","CH4",NaN,NaN,NaN,NaN,0.00048749,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024886,0.0026153,0.0021368,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"IPCMAG","Agriculture","MtCO2eq","KOR","KOREA, REPUBLIC OF","CH4",14.6296,14.6593,14.6181,14.709,14.6425,14.5221,14.5986,14.4892,14.3461,13.7659,13.4642,13.2401,13.162,12.9818,12.8486,12.7359,12.7386,12.7915,12.8264,12.9522,13.0943,12.6666,12.7569,12.6092,12.3287,NaN,NaN,NaN,
"IPCMAG","Agriculture","MtCO2eq","LBN","LEBANON","CH4",NaN,NaN,NaN,NaN,0.16755,NaN,NaN,NaN,NaN,NaN,0.1386,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.23877,0.23772,0.30555,NaN,NaN,NaN,NaN,
"IPCMAG","Agriculture","MtCO2eq","LCA","SAINT LUCIA","CH4",NaN,NaN,NaN,NaN,0.01031,NaN,NaN,NaN,NaN,NaN,0.011529,NaN,NaN,NaN,NaN,0.010897,NaN,NaN,NaN,NaN,0.010658,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"IPCMAG","Agriculture","MtCO2eq","LIE","LIECHTENSTEIN","CH4",0.014048,0.013971,0.013576,0.012894,0.013004,0.012984,0.013217,0.012973,0.012792,0.012184,0.01179,0.012507,0.012607,0.012685,0.012713,0.013042,0.013718,0.013937,0.014038,0.014006,0.013524,0.013808,0.014105,0.013409,0.013656,0.013375,0.013444,NaN,
"IPCMAG","Agriculture","MtCO2eq","LTU","LITHUANIA","CH4",4.1833,3.9762,3.3956,2.7363,2.3594,2.1481,2.0783,2.0829,2.0011,1.8202,1.6894,1.5908,1.6346,1.6812,1.6999,1.6917,1.7236,1.7289,1.6866,1.6509,1.6276,1.6092,1.5943,1.5687,1.6028,1.6083,1.5467,NaN,
"IPCMAG","Agriculture","MtCO2eq","LUX","LUXEMBOURG","CH4",0.40825,0.41014,0.4017,0.40163,0.39003,0.40269,0.40868,0.40772,0.40535,0.40985,0.40427,0.40591,0.39327,0.38082,0.376,0.37608,0.37173,0.38474,0.39467,0.39629,0.40306,0.39159,0.38269,0.39177,0.40338,0.41461,0.42176,NaN,
"IPCMAG","Agriculture","MtCO2eq","LVA","LATVIA","CH4",2.0254,1.9424,1.6065,1.0551,0.92609,0.90261,0.86384,0.84531,0.78659,0.67803,0.68181,0.72048,0.71375,0.71384,0.69093,0.71202,0.71808,0.75127,0.72973,0.7279,0.72277,0.73105,0.74741,0.77594,0.80487,0.80587,0.80767,NaN,
"IPCMAG","Agriculture","MtCO2eq","MAR","MOROCCO","CH4",NaN,NaN,NaN,NaN,4.032,NaN,NaN,NaN,NaN,NaN,4.6526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.9896,NaN,5.3697,NaN,NaN,NaN,NaN,NaN,
"IPCMAG","Agriculture","MtCO2eq","MDA","MOLDOVA, REPUBLIC OF","CH4",2.1489,1.9805,1.9238,1.7705,1.7229,1.5121,1.3898,1.1921,1.1551,1.0647,0.98803,1.0053,1.0236,0.93646,0.87275,0.84651,0.82236,0.65867,0.62888,0.65877,0.659,0.62065,0.58837,0.59573,NaN,NaN,NaN,NaN,
"IPCMAG","Agriculture","MtCO2eq","MDG","MADAGASCAR","CH4",NaN,NaN,NaN,NaN,6.8615,NaN,NaN,NaN,NaN,NaN,5.9661,NaN,NaN,NaN,NaN,9.471,9.6726,9.6054,9.6831,9.786,9.8889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"IPCMAG","Agriculture","MtCO2eq","MEX","MEXICO","CH4",39.6467,41.214,40.1353,39.2912,39.196,38.5913,38.2357,38.7758,38.9644,37.9156,39.1636,38.3447,40.0331,40.125,39.9781,39.5854,39.8603,40.1723,40.4939,40.9862,41.3449,41.4577,40.4637,NaN,NaN,NaN,NaN,NaN,
"IPCMAG","Agriculture","MtCO2eq","MKD","MACEDONIA, THE FORMER YUGOSLAV REPUBLIC OF","CH4",0.93345,0.91813,0.93424,0.93657,0.93233,0.91528,0.87968,0.84794,0.76189,0.76712,0.74951,0.74464,0.72576,0.73542,0.75289,0.71328,0.74618,0.67948,0.68313,0.68087,0.67861,0.67636,0.6741,0.64932,0.65856,NaN,NaN,NaN,
"IPCMAG","Agriculture","MtCO2eq","MLT","MALTA","CH4",0.03575,0.037053,0.037554,0.03688,0.034762,0.033015,0.033813,0.034147,0.03229,0.033178,0.034736,0.033363,0.032912,0.031684,0.033104,0.035066,0.034491,0.034968,0.033423,0.031979,0.031133,0.029881,0.030475,0.029847,0.029659,0.0296,0.029477,NaN,
"IPCMAG","Agriculture","MtCO2eq","MNE","MONTENEGRO","CH4",0.47397,0.47124,0.4452,0.4284,0.43533,0.45003,0.4494,0.43533,0.43491,0.43428,0.44205,0.41664,0.42588,0.42903,0.40887,0.28854,0.28035,0.30807,0.26565,0.20832,0.20475,0.22722,0.22827,0.22155,NaN,NaN,NaN,NaN,
"IPCMAG","Agriculture","MtCO2eq","MNG","MONGOLIA","CH4",6.5447,6.4268,6.3689,6.1872,6.6723,7.2286,7.4451,8.0197,8.2265,8.3263,7.1929,5.5566,5.0948,5.1532,5.4867,5.8527,6.5575,7.4737,7.8685,8.1409,6.2748,6.8851,7.8017,8.5182,9.8414,NaN,NaN,NaN,
"IPCMAG","Agriculture","MtCO2eq","MRT","MAURITANIA","CH4",2.7041,2.8051,2.896,2.9848,3.0589,3.1163,3.2164,3.3068,3.4325,3.6101,3.7496,3.821,3.9046,3.9443,4.0543,4.1194,4.2306,4.3382,4.4593,4.5183,4.6108,4.723,4.806,NaN,NaN,NaN,NaN,NaN,
"IPCMAG","Agriculture","MtCO2eq","MUS","MAURITIUS","CH4",NaN,NaN,NaN,NaN,NaN,0.014343,NaN,NaN,NaN,NaN,0.083777,0.086119,0.075835,0.074437,0.070638,0.073739,0.01764,NaN,NaN,NaN,NaN,NaN,NaN,0.02184,NaN,NaN,NaN,NaN,
"IPCMAG","Agriculture","MtCO2eq","MYS","MALAYSIA","CH4",3.2949,3.3315,3.3564,3.3988,3.417,3.4181,3.3993,3.3788,3.327,3.2693,3.2304,3.2333,3.2403,3.2675,3.2859,3.3111,3.3631,3.3633,3.3835,3.3796,3.3751,3.3446,NaN,NaN,NaN,NaN,NaN,NaN,
"IPCMAG","Agriculture","MtCO2eq","NAM","NAMIBIA","CH4",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.5213,4.5633,4.3722,4.4541,4.3974,4.1664,4.347,4.2903,4.7649,4.7271,4.158,5.2395,5.565,NaN,NaN,NaN,NaN,NaN,
"IPCMAG","Agriculture","MtCO2eq","NER","NIGER","CH4",3.1493,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.815,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
