"categoryCode","categoryName","Unit","CountryISO","CountryNames","Entity","Y1990","Y1991","Y1992","Y1993","Y1994","Y1995","Y1996","Y1997","Y1998","Y1999","Y2000","Y2001","Y2002","Y2003","Y2004","Y2005","Y2006","Y2007","Y2008","Y2009","Y2010","Y2011","Y2012","Y2013","Y2014","Y2015","Y2016","Y2017",
"IPC2","IndustrialProcessesAndProductUse","MtCO2eq","ROU","ROMANIA","SF6",0.00049788,0.00054563,0.00050906,0.0005462,0.00077244,0.0010233,0.0016149,0.0014767,0.0015875,0.0017872,0.0091029,0.015024,0.012681,0.011052,0.014777,0.016424,0.025295,0.031323,0.035463,0.049303,0.063634,0.05014,0.053206,0.059963,0.054279,0.054793,0.052291,NaN,
"IPC2","IndustrialProcessesAndProductUse","MtCO2eq","RUS","RUSSIAN FEDERATION","SF6",1.4576,1.3481,0.60997,0.42627,0.35892,0.67381,1.3126,1.3134,1.1083,0.94687,0.96448,1.1374,1.213,1.3766,1.5139,1.6204,1.644,1.6779,1.1925,1.1204,1.0347,0.85564,5.8332,5.4901,1.2287,1.1946,1.1029,NaN,
"IPC2","IndustrialProcessesAndProductUse","MtCO2eq","SGP","SINGAPORE","SF6",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.08404,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.086252,NaN,0.089326,NaN,NaN,NaN,NaN,NaN,
"IPC2","IndustrialProcessesAndProductUse","MtCO2eq","SVK","SLOVAKIA","SF6",6.1184e-05,3.6806e-05,4.4693e-05,9.4166e-05,0.018474,0.010645,0.011703,0.012026,0.013258,0.013253,0.013673,0.013974,0.015493,0.015782,0.016178,0.017175,0.017517,0.018234,0.019761,0.020453,0.020571,0.021805,0.022269,0.023379,0.014852,0.015004,0.0060989,NaN,
"IPC2","IndustrialProcessesAndProductUse","MtCO2eq","SVN","SLOVENIA","SF6",0.010303,0.01011,0.010134,0.011049,0.01136,0.012717,0.013499,0.013893,0.013386,0.016106,0.015738,0.016109,0.017335,0.017915,0.018312,0.018865,0.018799,0.018354,0.020305,0.017993,0.018855,0.019027,0.017126,0.01799,0.018018,0.018337,0.018277,NaN,
"IPC2","IndustrialProcessesAndProductUse","MtCO2eq","SWE","SWEDEN","SF6",0.10664,0.10765,0.10752,0.10414,0.11151,0.14171,0.12251,0.16729,0.11658,0.12706,0.12451,0.1287,0.12537,0.089236,0.099257,0.1589,0.11807,0.14401,0.076368,0.073389,0.066517,0.058114,0.055695,0.044088,0.048092,0.0557,0.061946,NaN,
"IPC2","IndustrialProcessesAndProductUse","MtCO2eq","TUR","TURKEY","SF6",NaN,NaN,NaN,NaN,NaN,NaN,0.52758,0.58256,0.62397,0.64885,0.69932,0.6906,0.73242,0.79515,0.86186,0.92675,1.0179,1.1037,1.1522,1.1162,1.2241,1.324,1.3868,1.409,1.7167,2.0807,1.9121,NaN,
"IPC2","IndustrialProcessesAndProductUse","MtCO2eq","UKR","UKRAINE","SF6",8e-06,2e-05,3.2e-05,6.2e-05,6.8e-05,7.1e-05,7.3e-05,0.000134,0.000203,0.000322,0.0004408,0.0004855,0.0011211,0.0020873,0.0032265,0.0046826,0.0044802,0.005449,0.0097886,0.0098175,0.010179,0.00882,0.01152,0.013148,0.017533,0.020333,0.025274,NaN,
"IPC2","IndustrialProcessesAndProductUse","MtCO2eq","USA","UNITED STATES OF AMERICA","SF6",30.1842,28.9053,29.1208,28.6488,27.2827,26.0234,25.4281,23.7291,20.8644,20.5881,17.3454,16.1841,15.0162,14.481,13.0517,12.3178,10.9483,9.626,8.728,8.1998,8.7316,9.5809,6.9961,6.5864,6.7065,6.2153,6.5007,NaN,
"IPC3","AFOLU","MtCO2eq","ALB","ALBANIA","CO2",3.4773,3.5178,1.9996,1.4944,1.7818,1.5011,1.431,1.3021,1.08,0.89452,3.303,2.507,2.056,1.719,1.789,1.715,1.638,1.618,1.179,0.911,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"IPC3","AFOLU","MtCO2eq","AND","ANDORRA","CO2",-0.12931,NaN,NaN,NaN,NaN,-0.13007,NaN,NaN,NaN,NaN,-0.13108,NaN,NaN,NaN,NaN,-0.13251,NaN,NaN,NaN,NaN,-0.13516,-0.12808,-0.12803,-0.12729,NaN,NaN,NaN,NaN,
"IPC3","AFOLU","MtCO2eq","ANNEXI","Annex I","CO2",-1079.6693,-1146.5897,-1225.9701,-1300.9823,-1452.0329,-1469.9462,-1616.2745,-1684.1735,-1730.7399,-1760.6245,-1768.7144,-1849.3767,-1841.4585,-1850.6872,-1825.3961,-1810.8575,-1843.9927,-1801.9426,-1883.6543,-1979.94,-1986.3337,-2034.7133,-2038.5134,-2003.8682,-2032.6936,-1961.9726,-1992.8682,NaN,
"IPC3","AFOLU","MtCO2eq","ARE","UNITED ARAB EMIRATES","CO2",NaN,NaN,NaN,NaN,-4.227,NaN,NaN,NaN,NaN,NaN,-9.665,NaN,NaN,NaN,NaN,-13.223,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"IPC3","AFOLU","MtCO2eq","ARG","ARGENTINA","CO2",58.9039,59.755,60.4851,61.7259,61.5407,61.7395,62.9469,68.4618,65.7865,63.2657,62.2199,65.688,66.5398,70.4579,70.9575,72.5805,74.9148,76.3687,75.234,75.652,66.3498,58.9183,52.3207,52.5154,46.635,NaN,NaN,NaN,
"IPC3","AFOLU","MtCO2eq","ARM","ARMENIA","CO2",-0.79342,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.45669,NaN,NaN,NaN,NaN,NaN,-0.50907,NaN,NaN,NaN,-0.53857,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"IPC3","AFOLU","MtCO2eq","AUS","AUSTRALIA","CO2",137.7394,114.6823,76.4271,55.3606,52.5602,39.807,35.7922,38.9169,32.8196,45.5295,45.8697,59.9505,57.1076,57.9114,46.2896,67.9609,71.7931,66.4472,35.7773,22.071,7.6107,-6.3083,-30.8483,-31.084,-20.6456,-31.9331,-36.2248,NaN,
"IPC3","AFOLU","MtCO2eq","AUT","AUSTRIA","CO2",-12.0555,-16.7572,-11.7382,-12.0399,-11.9137,-13.3307,-10.71,-19.1861,-17.2806,-19.5546,-16.4239,-19.2639,-14.2273,-4.8469,-9.1708,-10.649,-5.166,-5.5575,-4.3268,-4.591,-5.9273,-6.1563,-5.5239,-4.5727,-4.7702,-4.4915,-4.2513,NaN,
"IPC3","AFOLU","MtCO2eq","AZE","AZERBAIJAN","CO2",-3.69,-3.65,-3.621,-3.618,-3.715,-3.79,-3.855,-4.068,-4.556,-4.618,-4.87,-4.893,-5.089,-5.225,-5.276,-5.349,-5.353,-5.438,-5.383,-5.36,-5.41,-5.435,-5.442,NaN,NaN,NaN,NaN,NaN,
"IPC3","AFOLU","MtCO2eq","BEL","BELGIUM","CO2",-2.2663,-2.2962,-2.2866,-2.2552,-2.2252,-2.2003,-1.9322,-2.1734,-2.1867,-2.1223,-1.7677,-1.6666,-3.1835,-3.1147,-3.0265,-2.8949,-2.9532,-2.678,-2.4325,-2.5245,-1.4721,-1.3386,-1.0449,-1.1706,-1.1698,-1.1616,-1.136,NaN,
"IPC3","AFOLU","MtCO2eq","BGD","BANGLADESH","CO2",NaN,NaN,NaN,NaN,7.838,NaN,NaN,NaN,NaN,NaN,NaN,28.419,NaN,NaN,NaN,18.2055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"IPC3","AFOLU","MtCO2eq","BGR","BULGARIA, THE REPUBLIC OF","CO2",-15.0487,-14.6918,-13.4582,-12.9505,-13.1475,-13.7393,-11.3365,-11.0993,-10.8556,-12.3962,-9.8841,-6.7804,-8.052,-8.7327,-9.4677,-9.3162,-10.109,-8.9758,-9.9277,-9.1721,-9.6851,-5.6554,-5.733,-6.4282,-7.1797,-6.9325,-7.1367,NaN,
"IPC3","AFOLU","MtCO2eq","BIH","BOSNIA AND HERZEGOVINA","CO2",-7.4235,-7.689,-10.147,-10.568,-10.081,-10.24,-9.367,-8.483,-8.307,-7.297,-7.302,-7.212,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.141,-6.398,NaN,NaN,NaN,
"IPC3","AFOLU","MtCO2eq","BLR","BELARUS","CO2",-18.6711,-22.2404,-20.7279,-16.465,-26.8997,-27.8805,-26.9577,-24.9149,-23.9896,-31.2495,-32.4703,-31.2316,-28.0606,-23.9194,-25.5414,-27.6681,-31.0369,-31.717,-31.4216,-37.2929,-38.8285,-36.3904,-30.748,-34.2193,-29.021,-26.8745,-21.4199,NaN,
"IPC3","AFOLU","MtCO2eq","BOL","BOLIVIA, THE PLURINATIONAL STATE OF","CO2",22.0967,NaN,NaN,NaN,24.997,NaN,NaN,NaN,25.6651,NaN,26.2092,NaN,31.9504,NaN,36.2034,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"IPC3","AFOLU","MtCO2eq","BRA","BRAZIL","CO2",756.97,616.425,761.554,821.046,821.387,1837.508,1191.467,898.942,1145.47,1137.736,1197.175,1192.787,1401.764,2311.652,2501.327,1797.842,1399.63,1193.617,1294.043,379.257,310.736,NaN,215.312,NaN,NaN,NaN,NaN,NaN,
"IPC3","AFOLU","MtCO2eq","CAF","CENTRAL AFRICAN REPUBLIC","CO2",NaN,NaN,NaN,NaN,-139.336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1766.5816,-1766.5816,-1766.5816,-1766.5816,-1766.5816,-1766.5816,-1766.5816,-1766.5816,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"IPC3","AFOLU","MtCO2eq","CAN","CANADA","CO2",-68.4552,-74.9165,-67.1157,-60.6454,-62.2398,-49.5444,-57.7081,-59.0656,-66.1755,-55.7173,-42.0478,-58.1294,-44.0317,-49.8685,-26.5308,-21.3212,-29.3075,-31.2429,-36.6171,-48.5798,-31.4767,-31.6234,-34.7352,-32.0141,-32.2015,-25.9994,-27.4834,NaN,
"IPC3","AFOLU","MtCO2eq","CHE","SWITZERLAND","CO2",-0.76959,-4.2596,-3.871,-4.22,-2.4477,-3.9948,-5.3311,-3.6843,-2.242,-2.1792,4.7334,-0.89121,-2.6248,-2.294,-3.01,-2.5795,0.39799,-0.24162,-1.1406,-2.0562,-1.5631,-1.3432,-1.6843,-1.2943,-1.3252,-1.4253,-1.8897,NaN,
"IPC3","AFOLU","MtCO2eq","CHL","CHILE","CO2",NaN,NaN,NaN,-29.3727,-50.5474,NaN,NaN,NaN,NaN,NaN,-55.4854,NaN,NaN,NaN,NaN,NaN,-21.3041,NaN,NaN,NaN,-50.6201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"IPC3","AFOLU","MtCO2eq","CHN","CHINA","CO2",NaN,NaN,NaN,NaN,-407.479,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-421.53,NaN,NaN,NaN,NaN,NaN,NaN,-575.848,NaN,NaN,NaN,NaN,NaN,
"IPC3","AFOLU","MtCO2eq","COL","COLOMBIA","CO2",10.869,NaN,NaN,NaN,14.5053,NaN,NaN,NaN,NaN,NaN,29.9449,NaN,NaN,NaN,25.7206,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"IPC3","AFOLU","MtCO2eq","CRI","COSTA RICA","CO2",2.1691,NaN,NaN,NaN,NaN,NaN,-0.9712,NaN,NaN,NaN,-3.2622,NaN,NaN,NaN,NaN,-3.6677,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"IPC3","AFOLU","MtCO2eq","CUB","CUBA","CO2",-10.6046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-12.5057,NaN,-13.1943,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"IPC3","AFOLU","MtCO2eq","CYP","CYPRUS","CO2",-0.26597,-0.26206,-0.26811,-0.28407,-0.26803,-0.28725,-0.29441,-0.26458,-0.19295,-0.36574,0.053967,-0.19491,-0.34067,-0.35336,-0.34766,-0.37574,-0.45083,-0.21245,-0.50696,-0.53539,-0.4832,-0.5557,-0.53695,-0.57192,-0.57071,-0.56673,0.067272,NaN,
"IPC3","AFOLU","MtCO2eq","CZE","CZECH REPUBLIC","CO2",-5.3508,-9.1763,-10.2323,-9.8997,-7.661,-8.0537,-8.2097,-7.5986,-7.4895,-7.9016,-8.663,-8.9607,-8.6122,-7.1905,-7.5767,-7.4882,-5.3821,-3.2025,-6.2855,-7.7301,-5.9286,-7.0961,-6.8671,-6.1441,-6.1526,-6.2392,-5.0186,NaN,
"IPC3","AFOLU","MtCO2eq","DEU","GERMANY","CO2",-29.8342,-27.5982,-28.4938,-28.6112,-32.3027,-32.5184,-32.5957,-33.5228,-33.6912,-34.673,-36.8295,-37.6795,-3.2462,-5.4303,-8.4972,-11.3485,-11.7581,-11.0751,-17.9317,-17.1038,-15.7202,-14.7858,-13.6049,-13.2963,-13.6634,-13.026,-13.4312,NaN,
"IPC3","AFOLU","MtCO2eq","DMA","DOMINICA","CO2",NaN,NaN,NaN,NaN,-0.37185,NaN,NaN,NaN,NaN,NaN,-0.1376,-0.1376,-0.1326,-0.1316,-0.1296,-0.1276,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"IPC3","AFOLU","MtCO2eq","DNK","DENMARK","CO2",5.3637,4.7849,5.6148,4.3283,3.8346,3.9731,3.2701,3.7595,3.5277,3.8298,3.7351,4.3601,5.4179,5.073,4.7469,4.7497,5.1355,2.5109,-2.0132,2.2666,-0.71968,-2.2895,-0.030622,1.3709,0.4318,4.3089,5.5375,NaN,
"IPC3","AFOLU","MtCO2eq","DOM","DOMINICAN REPUBLIC","CO2",-5.6671,NaN,NaN,NaN,-6.6332,NaN,NaN,NaN,-19.0806,NaN,-18.8086,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"IPC3","AFOLU","MtCO2eq","ESP","SPAIN","CO2",-39.532,-38.7608,-36.0639,-35.287,-36.2745,-36.8264,-37.2441,-38.2727,-39.0462,-41.6998,-43.17,-43.1904,-42.9749,-41.48,-41.0216,-41.7821,-44.7916,-40.3243,-39.8615,-39.6491,-40.3434,-38.9774,-36.5816,-38.4439,-41.2827,-42.0079,-40.6907,NaN,
"IPC3","AFOLU","MtCO2eq","EST","ESTONIA","CO2",-1.5325,-1.5658,-1.0855,-2.0445,-1.4818,-1.8173,-1.8476,-2.1547,-2.8408,-2.9435,-3.3556,-1.6165,-2.2123,-2.585,-2.6438,-2.8758,-2.7599,-3.1607,-2.8865,-2.8944,-1.9948,-2.1334,-2.0547,-1.5208,-1.6758,-2.2657,-2.7298,NaN,
"IPC3","AFOLU","MtCO2eq","ETH","ETHIOPIA","CO2",-31.81,-25.504,-20.747,-19.392,-28.3602,70.1456,48.0821,48.7681,50.8212,51.3742,102.6505,118.491,108.7751,111.7462,61.5144,61.4273,62.1627,62.3094,76.8159,71.8832,76.9077,102.1414,30.4342,25.5046,NaN,NaN,NaN,NaN,
"IPC3","AFOLU","MtCO2eq","EU28","European Union (28)","CO2",-265.9118,-291.3531,-261.6275,-264.0665,-279.0301,-296.5769,-324.1506,-321.8812,-338.2967,-347.0981,-327.0324,-348.0277,-326.3238,-305.1042,-336.1021,-333.3563,-345.5547,-311.2516,-343.7753,-346.0119,-337.3409,-325.9961,-327.2117,-331.0941,-328.921,-327.2183,-311.5282,NaN,
"IPC3","AFOLU","MtCO2eq","FIN","FINLAND","CO2",-16.1812,-28.8495,-22.9689,-23.6835,-16.8586,-15.9997,-24.59,-21.3975,-19.8331,-22.5982,-24.6993,-26.1141,-26.6042,-27.2338,-28.574,-29.9046,-36.1199,-28.6251,-27.4386,-40.0886,-29.5109,-30.9992,-34.7038,-29.15,-32.8303,-30.7631,-28.9785,NaN,
"IPC3","AFOLU","MtCO2eq","FRA","FRANCE","CO2",-28.3009,-27.0066,-24.5809,-29.8582,-30.3564,-32.704,-35.6492,-35.7159,-39.2844,-40.6816,-24.8986,-35.9518,-43.4196,-47.7179,-48.8099,-50.494,-53.7608,-52.0603,-50.5815,-45.9599,-40.1172,-36.5435,-42.8893,-44.4617,-44.6539,-43.074,-38.903,NaN,
"IPC3","AFOLU","MtCO2eq","GBR","UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND","CO2",-3.0526,-3.352,-4.6815,-5.9526,-5.7574,-5.9815,-6.5264,-8.3041,-8.2241,-8.2237,-9.2254,-10.4234,-10.6685,-10.8096,-11.6402,-11.6156,-12.1679,-13.267,-12.6412,-13.3585,-14.606,-14.9959,-12.8528,-13.9354,-14.4252,-15.2913,-14.7258,NaN,
"IPC3","AFOLU","MtCO2eq","GEO","GEORGIA","CO2",NaN,0.54,0.655,0.738,0.817,0.784,0.852,NaN,NaN,NaN,-6.0149,NaN,NaN,NaN,NaN,NaN,-5.173,-4.097,-4.191,-4.44,-3.87,-4.208,-4.072,-4.123,NaN,NaN,NaN,NaN,
"IPC3","AFOLU","MtCO2eq","GHA","GHANA","CO2",-26.4575,-29.1105,-23.9105,-18.4625,-15.4625,-15.8885,-14.6125,-9.9859,-8.137,-6.1038,-3.7374,-0.9013,2.8389,4.4284,6.5752,3.8628,2.6122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"IPC3","AFOLU","MtCO2eq","GRC","GREECE","CO2",-2.1277,-2.2936,-2.4359,-2.8995,-2.6353,-2.8817,-2.2855,-1.9696,-1.8908,-2.5183,-2.1321,-2.411,-2.7466,-2.4825,-2.448,-3.2717,-3.304,-1.7888,-3.0134,-3.074,-3.0419,-3.1356,-3.1262,-1.5842,-0.13234,-3.6946,-3.3311,NaN,
"IPC3","AFOLU","MtCO2eq","GTM","GUATEMALA","CO2",-39.6592,NaN,NaN,NaN,-31.2252,NaN,NaN,NaN,NaN,NaN,-25.1243,NaN,NaN,NaN,NaN,-16.2279,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"IPC3","AFOLU","MtCO2eq","GUY","GUYANA","CO2",-60.819,-60.34,-59.862,-59.383,-59.658,-58.983,-58.538,-58.211,-57.839,-57.179,-56.697,-56.257,-55.807,-55.282,-54.834,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"IPC3","AFOLU","MtCO2eq","HRV","CROATIA","CO2",-6.6036,-7.8279,-8.0063,-8.4047,-8.5258,-9.0592,-8.7554,-8.2143,-8.1365,-8.5544,-7.5491,-7.8879,-8.0873,-7.4573,-7.4785,-7.6596,-7.4473,-6.8847,-7.152,-7.1785,-7.0259,-6.0173,-5.7787,-6.2977,-6.3246,-5.4265,-5.4633,NaN,
"IPC3","AFOLU","MtCO2eq","HUN","HUNGARY","CO2",-2.1996,-1.6838,-2.3952,-4.8494,-5.6817,-5.4306,-1.7326,-2.0734,-3.3448,-1.126,-0.40123,-1.9743,-1.3462,-3.8434,-2.896,-5.3101,-3.0322,-3.3835,-5.0477,-3.6177,-3.9721,-3.5915,-4.3548,-3.2697,-4.7818,-5.2458,-4.1409,NaN,
"IPC3","AFOLU","MtCO2eq","IDN","INDONESIA","CO2",116.8783,159.3757,121.5996,31.0988,96.6792,165.5895,234.4998,303.4101,372.3204,441.2307,510.141,384.624,679.466,465.845,712.983,703.826,995.226,622.202,601.324,926.807,441.012,622.779,701.602,NaN,NaN,NaN,NaN,NaN,
"IPC3","AFOLU","MtCO2eq","IND","INDIA","CO2",NaN,NaN,NaN,NaN,14.142,NaN,NaN,NaN,NaN,NaN,-236.2574,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-256.3251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"IPC3","AFOLU","MtCO2eq","IRL","IRELAND","CO2",6.1897,6.0223,5.7448,4.9589,5.4089,6.1607,6.1133,4.883,4.8493,4.8651,6.0883,6.5171,6.7789,6.7115,4.8913,5.6458,6.587,4.9825,3.9705,3.5505,4.5977,4.5621,5.1894,4.9247,4.9397,4.7534,4.7115,NaN,
"IPC3","AFOLU","MtCO2eq","ISL","ICELAND","CO2",7.6646,7.6646,7.6531,7.6421,7.64,7.6153,7.6153,7.6202,7.6331,7.652,7.6866,7.7083,7.7429,7.7513,7.7542,7.7703,7.8407,7.9113,7.9712,7.9926,7.9483,7.9369,7.9528,7.9632,7.9576,7.936,7.915,NaN,
"IPC3","AFOLU","MtCO2eq","ISR","ISRAEL","CO2",NaN,NaN,NaN,NaN,NaN,NaN,-0.37,NaN,NaN,NaN,-0.21267,NaN,NaN,-0.28628,-0.27025,-0.37559,-0.39599,-0.38479,-0.34654,-0.36717,-0.41108,-0.41434,-0.3258,-0.2925,-0.16611,-0.19017,NaN,NaN,
"IPC3","AFOLU","MtCO2eq","ITA","ITALY","CO2",-4.8831,-18.156,-16.1367,-3.0009,-15.0541,-22.2345,-22.7739,-13.8658,-11.188,-19.4197,-16.7389,-24.2675,-29.0976,-21.7562,-27.2238,-27.9607,-28.712,-7.1786,-24.8083,-26.3603,-31.2857,-25.916,-19.1681,-33.2141,-33.9321,-35.7347,-30.539,NaN,
"IPC3","AFOLU","MtCO2eq","JOR","JORDAN","CO2",NaN,NaN,NaN,NaN,-3.5763,NaN,NaN,NaN,NaN,NaN,0.73899,NaN,NaN,NaN,NaN,NaN,0.86833,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"IPC3","AFOLU","MtCO2eq","JPN","JAPAN","CO2",-62.143,-70.2406,-73.3653,-76.3834,-76.2478,-77.1799,-81.8509,-84.2053,-85.5765,-85.8649,-87.6608,-88.2991,-89.734,-99.8878,-96.3783,-91.178,-85.804,-82.2097,-69.521,-67.9097,-69.6662,-70.0523,-72.5783,-66.5935,-64.7027,-60.0205,-56.4721,NaN,
"IPC3","AFOLU","MtCO2eq","KAZ","KAZAKHSTAN","CO2",-7.0035,-1.9195,4.1551,10.1882,16.9671,22.5221,19.0315,15.2166,11.5075,7.8446,3.9179,3.7566,3.6282,3.5003,2.4151,2.7822,2.6537,2.5368,2.4129,2.3176,2.7686,3.63,3.9278,4.191,6.4785,8.8841,11.4303,NaN,
"IPC3","AFOLU","MtCO2eq","KEN","KENYA","CO2",NaN,NaN,NaN,NaN,NaN,9.707,NaN,NaN,NaN,NaN,20.572,NaN,NaN,NaN,NaN,17.524,NaN,NaN,NaN,NaN,21.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"IPC3","AFOLU","MtCO2eq","KGZ","KYRGYZSTAN","CO2",0.038944,0.031677,0.012492,-0.022803,-0.11247,-0.14838,-0.16982,-0.13474,-0.18745,-0.23878,-0.23191,-0.24465,-0.25704,-0.25666,-0.27193,-0.27068,-0.23265,-0.23089,-0.23229,-0.23672,-0.2458,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"IPC3","AFOLU","MtCO2eq","KOR","KOREA, REPUBLIC OF","CO2",-34.5237,-33.7217,-31.7666,-33.8518,-32.1503,-35.465,-39.9931,-48.5942,-56.3016,-59.3967,-58.9873,-56.7838,-56.0451,-57.253,-55.2005,-56.6532,-57.2614,-58.0768,-57.5234,-54.7203,-54.5684,-48.7605,-44.9305,-42.9664,-42.6758,NaN,NaN,NaN,
"IPC3","AFOLU","MtCO2eq","LBN","LEBANON","CO2",NaN,NaN,NaN,NaN,0.20041,NaN,NaN,NaN,NaN,NaN,-0.14387,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.2008,-3.037,-3.3691,NaN,NaN,NaN,NaN,
"IPC3","AFOLU","MtCO2eq","LCA","SAINT LUCIA","CO2",NaN,NaN,NaN,NaN,-0.3521,NaN,NaN,NaN,NaN,NaN,-0.086791,NaN,NaN,NaN,NaN,-0.086792,NaN,NaN,NaN,NaN,-0.12287,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"IPC3","AFOLU","MtCO2eq","LIE","LIECHTENSTEIN","CO2",0.0052669,-0.010802,0.00032007,-0.0030249,0.016612,0.0029184,-0.0055581,0.0060438,-0.0018824,-0.003056,0.023064,-0.00052047,0.00038622,0.0045197,0.0067734,0.0068581,0.011799,0.021133,0.023337,0.020269,0.018775,0.022569,0.022809,0.015153,0.014956,0.0094676,0.0075933,NaN,
"IPC3","AFOLU","MtCO2eq","LTU","LITHUANIA","CO2",-5.1402,-5.1759,-4.8587,-5.8601,-5.3344,-4.0662,1.1616,0.077888,-7.2704,-6.4153,-8.6712,-6.6002,-5.5901,-5.189,-4.5336,-3.8284,-2.1331,-3.9539,-4.5694,-5.787,-9.1269,-8.952,-8.3801,-7.6452,-6.3751,-6.2745,-8.5933,NaN,
"IPC3","AFOLU","MtCO2eq","LUX","LUXEMBOURG","CO2",0.027603,-0.24952,-0.57858,-0.67352,-0.48391,-0.58724,-0.62779,-0.71005,-0.59391,-0.69252,-0.72113,-0.73211,-0.73257,-0.69498,-0.69881,-0.65142,-0.5699,-0.48964,-0.50584,-0.48119,-0.16572,-0.28592,-0.37111,-0.54519,-0.46509,-0.41404,-0.49777,NaN,
"IPC3","AFOLU","MtCO2eq","LVA","LATVIA","CO2",-11.386,-11.9427,-13.4467,-12.5371,-15.4587,-14.3945,-14.7101,-12.8765,-11.9088,-8.378,-10.6964,-11.5555,-10.0532,-9.42,-5.6474,-5.2224,-6.3914,-6.3552,-6.918,-4.3437,-2.3553,-2.4903,-4.6786,-4.0333,0.25472,-0.33053,-1.965,NaN,
"IPC3","AFOLU","MtCO2eq","MAR","MOROCCO","CO2",NaN,NaN,NaN,NaN,-4.511,NaN,NaN,NaN,NaN,NaN,3.637,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.5037,NaN,4.4355,NaN,NaN,NaN,NaN,NaN,
"IPC3","AFOLU","MtCO2eq","MCO","MONACO","CO2",-9.9711e-06,-1.4381e-05,-2.0145e-05,-2.4859e-05,-3.1182e-05,-3.5603e-05,-3.8117e-05,-4.0703e-05,-4.2713e-05,-4.5643e-05,-4.7731e-05,-5.014e-05,-5.2826e-05,-5.4529e-05,-3.8388e-05,-5.7453e-05,-5.5459e-05,-6.573e-05,-6.6636e-05,-6.8832e-05,-5.9635e-05,-5.1864e-05,-4.43e-05,-4.505e-05,-3.9748e-05,5.4535e-05,-1.722e-05,NaN,
"IPC3","AFOLU","MtCO2eq","MDA","MOLDOVA, REPUBLIC OF","CO2",-5.8899,-5.3278,-4.387,-1.5042,-2.166,-1.032,-1.1685,-0.14004,-0.72555,-1.1377,-1.3933,-0.75156,-0.53302,-1.5548,-0.1036,-0.37573,-0.63951,-3.069,-0.060493,-1.2855,-0.65733,-0.42993,-2.4728,-0.099351,NaN,NaN,NaN,NaN,
"IPC3","AFOLU","MtCO2eq","MDG","MADAGASCAR","CO2",NaN,NaN,NaN,NaN,-240.168,NaN,NaN,NaN,NaN,NaN,-233.5685,NaN,NaN,NaN,NaN,-158.1817,-169.0108,-174.7453,-171.1796,-167.8057,-96.5206,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"IPC3","AFOLU","MtCO2eq","MEX","MEXICO","CO2",51.3433,51.3433,51.3433,51.3433,51.3433,51.3433,50.5362,46.3721,63.5967,49.3631,49.4472,46.0786,45.5711,48.3665,42.1884,47.0501,46.4502,26.7013,28.8089,30.7726,25.7258,50.9206,30.8503,NaN,NaN,NaN,NaN,NaN,
