"sectorCode","sector","unit","ISO","countries","entity","Y1990","Y1991","Y1992","Y1993","Y1994","Y1995","Y1996","Y1997","Y1998","Y1999","Y2000","Y2001","Y2002","Y2003","Y2004","Y2005","Y2006","Y2007","Y2008","Y2009","Y2010","Y2011","Y2012","Y2013","Y2014","Y2015","Y2016","Y2017",
"IPC1","Energy","MtCO2eq","BRB","BARBADOS","CH4",0.0099007,0.010144,0.010102,0.009653,0.0090804,0.0090863,0.0090631,0.0096524,0.010018,0.011176,0.01737,0.015667,0.014711,0.013987,0.014209,0.014639,0.015155,0.023056,0.022418,0.025697,0.023298,0.02968,0.029695,NaN,NaN,NaN,NaN,,
"IPC1","Energy","MtCO2eq","BRN","BRUNEI DARUSSALAM","CH4",3.0751,3.8104,3.8527,3.454,3.5807,3.6864,3.6656,3.6869,3.6436,3.8742,4.0422,4.294,4.042,4.3369,4.0844,3.979,4.6103,4.4624,5.2609,4.5058,4.2532,4.4208,4.2947,NaN,NaN,NaN,NaN,,
"IPC1","Energy","MtCO2eq","BTN","BHUTAN","CH4",0.097087,0.10033,0.12134,0.12017,0.11993,0.16104,0.21083,0.19646,0.19549,0.19696,0.21429,0.21691,0.21657,0.21931,0.21985,0.21981,0.22691,0.24397,0.24148,0.24717,0.24672,0.25632,0.25428,NaN,NaN,NaN,NaN,,
"IPC1","Energy","MtCO2eq","BWA","BOTSWANA","CH4",0.34603,0.35069,0.39303,0.39582,0.39998,0.39826,0.35864,0.36525,0.40847,0.42249,0.41546,0.41947,0.42319,0.38456,0.37484,0.38914,0.38507,0.36005,0.37838,0.33766,0.4548,0.37728,0.55741,NaN,NaN,NaN,NaN,,
"IPC1","Energy","MtCO2eq","CAF","CENTRAL AFRICAN REPUBLIC","CH4",0.2444,0.24719,0.26574,0.26557,0.26877,0.25642,0.23085,0.24857,0.25231,0.20705,0.22325,0.22764,0.23109,0.23775,0.30203,0.32849,0.34708,0.37029,0.38139,0.3929,0.40764,0.41889,0.42452,NaN,NaN,NaN,NaN,,
"IPC1","Energy","MtCO2eq","CAN","CANADA","CH4",38.2822,39.2751,41.9095,44.134,46.1788,48.385,51.1099,52.4881,53.2748,52.7044,52.1121,50.2844,48.0925,46.8511,46.1157,44.2754,44.1822,43.8919,43.1849,40.6065,40.1619,40.8194,42.9729,44.5013,46.8387,45.2907,41.7885,,
"IPC1","Energy","MtCO2eq","CHE","SWITZERLAND","CH4",0.54486,0.57155,0.57007,0.56288,0.54833,0.55489,0.57313,0.54408,0.53465,0.47743,0.44767,0.43482,0.40888,0.39498,0.37949,0.36647,0.34953,0.32788,0.32241,0.31034,0.32024,0.28029,0.26824,0.25809,0.23603,0.23363,0.23511,,
"IPC1","Energy","MtCO2eq","CHL","CHILE","CH4",2.1332,1.7845,1.8073,1.6817,2.0328,2.25,2.4139,2.2935,2.1212,2.2133,2.142,2.2565,2.2712,2.2012,2.2505,2.3684,2.3091,2.1774,2.0797,2.0642,1.9446,1.8973,1.857,NaN,NaN,NaN,NaN,,
"IPC1","Energy","MtCO2eq","CHN","CHINA","CH4",193.81,190.9033,188.7789,191.4116,196.791,217.5481,215.4819,209.9341,201.7595,197.4525,205.4477,217.0466,226.7037,259.9614,295.2205,324.0048,366.9166,393.151,419.6243,448.1264,489.3727,549.8596,579.285,NaN,NaN,NaN,NaN,,
"IPC1","Energy","MtCO2eq","CIV","COTE D'IVOIRE","CH4",1.5909,1.645,1.7113,1.7657,1.8186,2.219,2.6046,2.7022,2.6583,2.7922,2.8293,3.0078,3.5158,2.9377,3.3967,3.6039,3.7596,3.9086,3.9371,3.7749,3.9384,4.6194,4.7138,NaN,NaN,NaN,NaN,,
