variable,unit,GWP,category,categoryCode,categorySet,countryISO,countryName,source,scenario,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
GDP,2005USD,n/a,Economy,ECO,misc,FRO,Faroe islands,WDI2017P,HISTORY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.301e+09,NaN,NaN,NaN,NaN,NaN
GDP,2005USD,n/a,Economy,ECO,misc,FSM,Micronesia- federated states of,WDI2017P,HISTORY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.031e+08,2.056e+08,2.108e+08,2.182e+08,2.264e+08,2.432e+08,2.53e+08,2.735e+08,2.721e+08,2.914e+08,2.823e+08,2.652e+08,2.73e+08,2.768e+08,2.894e+08,2.945e+08,2.962e+08,3.016e+08,2.919e+08,2.982e+08,2.977e+08,2.916e+08,2.841e+08,2.869e+08,2.941e+08,3.001e+08,3.018e+08,2.911e+08,2.812e+08,2.918e+08
GDP,2005USD,n/a,Economy,ECO,misc,GAB,Gabon,WDI2017P,HISTORY,2.185e+09,2.508e+09,2.695e+09,2.859e+09,2.989e+09,3.238e+09,3.384e+09,3.523e+09,3.612e+09,3.904e+09,4.242e+09,4.678e+09,5.208e+09,5.738e+09,8.004e+09,9.54e+09,1.294e+10,1.131e+10,8.591e+09,8.631e+09,8.852e+09,9.303e+09,9.015e+09,9.52e+09,1.024e+10,9.996e+09,9.916e+09,8.216e+09,9.271e+09,1.006e+10,1.059e+10,1.123e+10,1.089e+10,1.132e+10,1.174e+10,1.232e+10,1.277e+10,1.35e+10,1.397e+10,1.272e+10,1.248e+10,1.275e+10,1.272e+10,1.3e+10,1.309e+10,1.36e+10,1.311e+10,1.385e+10,1.339e+10,1.341e+10,1.436e+10,1.538e+10,1.618e+10,1.71e+10,1.783e+10,1.855e+10
GDP,2005USD,n/a,Economy,ECO,misc,GBR,United kingdom of great britain and northern ireland,WDI2017P,HISTORY,7.267e+11,7.454e+11,7.553e+11,7.852e+11,8.248e+11,8.478e+11,8.651e+11,8.851e+11,9.204e+11,9.393e+11,9.952e+11,1.03e+12,1.074e+12,1.144e+12,1.116e+12,1.099e+12,1.131e+12,1.159e+12,1.208e+12,1.253e+12,1.227e+12,1.218e+12,1.242e+12,1.295e+12,1.324e+12,1.38e+12,1.423e+12,1.499e+12,1.586e+12,1.627e+12,1.639e+12,1.621e+12,1.626e+12,1.667e+12,1.732e+12,1.775e+12,1.821e+12,1.877e+12,1.937e+12,2.001e+12,2.076e+12,2.133e+12,2.184e+12,2.259e+12,2.316e+12,2.385e+12,2.445e+12,2.508e+12,2.492e+12,2.384e+12,2.43e+12,2.466e+12,2.499e+12,2.546e+12,2.625e+12,2.682e+12
GDP,2005USD,n/a,Economy,ECO,misc,GEO,Georgia,WDI2017P,HISTORY,NaN,NaN,NaN,NaN,NaN,7.01e+09,7.539e+09,8.01e+09,8.367e+09,8.766e+09,9.823e+09,1.007e+10,1.035e+10,1.102e+10,1.199e+10,1.288e+10,1.366e+10,1.461e+10,1.569e+10,1.685e+10,1.762e+10,1.855e+10,1.892e+10,1.973e+10,2.08e+10,2.183e+10,2.005e+10,2.03e+10,2.143e+10,1.989e+10,1.695e+10,1.337e+10,7.368e+09,5.209e+09,4.667e+09,4.789e+09,5.325e+09,5.885e+09,6.068e+09,6.242e+09,6.357e+09,6.662e+09,7.027e+09,7.804e+09,8.261e+09,9.054e+09,9.903e+09,1.113e+10,1.138e+10,1.095e+10,1.164e+10,1.248e+10,1.327e+10,1.372e+10,1.436e+10,1.475e+10
GDP,2005USD,n/a,Economy,ECO,misc,GHA,Ghana,WDI2017P,HISTORY,7.007e+09,7.247e+09,7.545e+09,7.877e+09,8.051e+09,8.161e+09,7.814e+09,8.054e+09,8.084e+09,8.569e+09,9.403e+09,9.893e+09,9.647e+09,9.925e+09,1.061e+10,9.287e+09,8.959e+09,9.163e+09,9.94e+09,9.69e+09,9.735e+09,9.394e+09,8.744e+09,8.345e+09,9.066e+09,9.528e+09,1.002e+10,1.05e+10,1.11e+10,1.166e+10,1.205e+10,1.268e+10,1.318e+10,1.381e+10,1.427e+10,1.486e+10,1.554e+10,1.619e+10,1.695e+10,1.77e+10,1.836e+10,1.909e+10,1.995e+10,2.099e+10,2.216e+10,2.347e+10,2.497e+10,2.606e+10,2.844e+10,2.982e+10,3.217e+10,3.669e+10,4.01e+10,4.304e+10,4.475e+10,4.65e+10
GDP,2005USD,n/a,Economy,ECO,misc,GIN,Guinea,WDI2017P,HISTORY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.093e+09,2.162e+09,2.299e+09,2.391e+09,2.494e+09,2.559e+09,2.643e+09,2.776e+09,2.886e+09,3.019e+09,3.154e+09,3.318e+09,3.439e+09,3.57e+09,3.659e+09,3.793e+09,3.989e+09,4.039e+09,4.133e+09,4.257e+09,4.363e+09,4.44e+09,4.659e+09,4.646e+09,4.736e+09,4.921e+09,5.115e+09,5.233e+09,5.254e+09,5.259e+09
GDP,2005USD,n/a,Economy,ECO,misc,GMB,Gambia,WDI2017P,HISTORY,NaN,NaN,NaN,NaN,NaN,NaN,1.725e+08,1.725e+08,1.89e+08,1.936e+08,2.056e+08,2.054e+08,2.059e+08,2.25e+08,2.382e+08,2.677e+08,2.874e+08,2.973e+08,3.16e+08,3.118e+08,3.314e+08,3.424e+08,3.398e+08,3.768e+08,3.901e+08,3.869e+08,4.028e+08,4.126e+08,4.311e+08,4.565e+08,4.728e+08,4.875e+08,5.039e+08,5.191e+08,5.199e+08,5.245e+08,5.362e+08,5.624e+08,5.821e+08,6.194e+08,6.534e+08,6.913e+08,6.689e+08,7.148e+08,7.652e+08,7.58e+08,7.665e+08,7.944e+08,8.399e+08,8.941e+08,9.524e+08,9.112e+08,9.646e+08,1.011e+09,1.02e+09,1.068e+09
GDP,2005USD,n/a,Economy,ECO,misc,GNB,Guinea-bissau,WDI2017P,HISTORY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.469e+08,3.333e+08,3.546e+08,3.585e+08,3.748e+08,4.042e+08,4.242e+08,3.938e+08,4.455e+08,4.544e+08,3.819e+08,4.513e+08,4.702e+08,4.543e+08,4.956e+08,5.163e+08,5.122e+08,5.27e+08,5.513e+08,5.849e+08,6.206e+08,6.522e+08,6.594e+08,6.733e+08,6.948e+08,7.254e+08,8.095e+08,8.621e+08,6.199e+08,6.262e+08,6.602e+08,6.747e+08,6.68e+08,6.718e+08,6.904e+08,7.198e+08,7.365e+08,7.601e+08,7.844e+08,8.104e+08,8.463e+08,9.253e+08,9.087e+08,9.161e+08,9.394e+08,9.845e+08
GDP,2005USD,n/a,Economy,ECO,misc,GNQ,Equatorial guinea,WDI2017P,HISTORY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.648e+08,1.743e+08,1.782e+08,1.871e+08,1.89e+08,2.134e+08,2.084e+08,2.176e+08,2.234e+08,2.207e+08,2.168e+08,2.146e+08,2.891e+08,3.21e+08,3.745e+08,4.4e+08,7.33e+08,1.832e+09,2.268e+09,2.85e+09,3.369e+09,5.504e+09,6.576e+09,7.493e+09,1.034e+10,1.207e+10,1.3e+10,1.499e+10,1.766e+10,1.79e+10,1.63e+10,1.736e+10,1.881e+10,1.803e+10,1.791e+10,1.642e+10
GDP,2005USD,n/a,Economy,ECO,misc,GRC,Greece,WDI2017P,HISTORY,5.649e+10,6.279e+10,6.375e+10,7.021e+10,7.601e+10,8.315e+10,8.822e+10,9.306e+10,9.926e+10,1.091e+11,1.178e+11,1.27e+11,1.399e+11,1.512e+11,1.415e+11,1.505e+11,1.608e+11,1.655e+11,1.775e+11,1.834e+11,1.846e+11,1.817e+11,1.797e+11,1.777e+11,1.813e+11,1.859e+11,1.868e+11,1.826e+11,1.904e+11,1.977e+11,1.977e+11,2.038e+11,2.052e+11,2.019e+11,2.06e+11,2.103e+11,2.163e+11,2.26e+11,2.348e+11,2.42e+11,2.515e+11,2.619e+11,2.722e+11,2.88e+11,3.025e+11,3.044e+11,3.216e+11,3.321e+11,3.31e+11,3.167e+11,2.994e+11,2.72e+11,2.522e+11,2.44e+11,2.449e+11,2.443e+11
GDP,2005USD,n/a,Economy,ECO,misc,GRD,Grenada,WDI2017P,HISTORY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.493e+08,2.628e+08,2.786e+08,2.774e+08,2.798e+08,2.935e+08,3.021e+08,3.166e+08,3.422e+08,3.704e+08,4.117e+08,4.258e+08,4.517e+08,4.751e+08,4.861e+08,4.846e+08,4.718e+08,4.848e+08,4.97e+08,5.171e+08,5.41e+08,5.763e+08,6.344e+08,6.463e+08,6.332e+08,6.55e+08,7.169e+08,7.123e+08,8.068e+08,7.744e+08,8.221e+08,8.299e+08,7.75e+08,7.71e+08,7.769e+08,7.679e+08,7.86e+08,8.438e+08,8.964e+08
GDP,2005USD,n/a,Economy,ECO,misc,GRL,Greenland,WDI2017P,HISTORY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.287e+09,NaN,NaN,NaN,NaN,NaN
GDP,2005USD,n/a,Economy,ECO,misc,GTM,Guatemala,WDI2017P,HISTORY,6.155e+09,6.42e+09,6.647e+09,7.281e+09,7.618e+09,7.95e+09,8.389e+09,8.734e+09,9.499e+09,9.949e+09,1.052e+10,1.11e+10,1.192e+10,1.273e+10,1.354e+10,1.38e+10,1.482e+10,1.598e+10,1.678e+10,1.757e+10,1.823e+10,1.835e+10,1.77e+10,1.724e+10,1.733e+10,1.722e+10,1.725e+10,1.786e+10,1.856e+10,1.929e+10,1.989e+10,2.061e+10,2.161e+10,2.246e+10,2.336e+10,2.452e+10,2.525e+10,2.635e+10,2.766e+10,2.873e+10,2.976e+10,3.046e+10,3.164e+10,3.244e+10,3.346e+10,3.455e+10,3.641e+10,3.871e+10,3.997e+10,4.019e+10,4.134e+10,4.306e+10,4.434e+10,4.598e+10,4.79e+10,4.988e+10
GDP,2005USD,n/a,Economy,ECO,misc,GUM,Guam,WDI2017P,HISTORY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.357e+09,4.398e+09,4.68e+09,4.846e+09,4.66e+09,4.698e+09,4.78e+09,4.795e+09,4.895e+09,4.901e+09,5e+09,5.094e+09,5.158e+09,5.181e+09
GDP,2005USD,n/a,Economy,ECO,misc,GUY,Guyana,WDI2017P,HISTORY,9.545e+08,9.993e+08,1.01e+09,8.863e+08,9.87e+08,1.091e+09,1.148e+09,1.198e+09,1.21e+09,1.295e+09,1.35e+09,1.392e+09,1.345e+09,1.362e+09,1.467e+09,1.592e+09,1.616e+09,1.573e+09,1.545e+09,1.517e+09,1.543e+09,1.566e+09,1.359e+09,1.267e+09,1.203e+09,1.232e+09,1.221e+09,1.232e+09,1.187e+09,1.128e+09,1.094e+09,1.159e+09,1.25e+09,1.353e+09,1.468e+09,1.541e+09,1.663e+09,1.766e+09,1.736e+09,1.787e+09,1.763e+09,1.803e+09,1.821e+09,1.803e+09,1.863e+09,1.826e+09,1.92e+09,2.055e+09,2.095e+09,2.165e+09,2.259e+09,2.382e+09,2.497e+09,2.627e+09,2.728e+09,2.81e+09
GDP,2005USD,n/a,Economy,ECO,misc,HKG,Hong kong,WDI2017P,HISTORY,NaN,1.071e+10,1.224e+10,1.417e+10,1.539e+10,1.765e+10,1.796e+10,1.825e+10,1.887e+10,2.101e+10,2.295e+10,2.462e+10,2.723e+10,3.058e+10,3.132e+10,3.147e+10,3.656e+10,4.084e+10,4.422e+10,4.933e+10,5.431e+10,5.934e+10,6.109e+10,6.475e+10,7.12e+10,7.174e+10,7.967e+10,9.035e+10,9.804e+10,1.003e+11,1.041e+11,1.1e+11,1.169e+11,1.242e+11,1.317e+11,1.348e+11,1.405e+11,1.477e+11,1.39e+11,1.425e+11,1.534e+11,1.543e+11,1.568e+11,1.616e+11,1.757e+11,1.886e+11,2.019e+11,2.15e+11,2.195e+11,2.141e+11,2.286e+11,2.396e+11,2.437e+11,2.512e+11,2.58e+11,2.643e+11
GDP,2005USD,n/a,Economy,ECO,misc,HND,Honduras,WDI2017P,HISTORY,2.219e+09,2.26e+09,2.39e+09,2.476e+09,2.61e+09,2.846e+09,2.999e+09,3.178e+09,3.388e+09,3.41e+09,3.534e+09,3.675e+09,3.887e+09,4.192e+09,4.141e+09,4.229e+09,4.673e+09,5.159e+09,5.675e+09,5.939e+09,5.979e+09,6.131e+09,6.045e+09,5.989e+09,6.25e+09,6.511e+09,6.558e+09,6.954e+09,7.275e+09,7.589e+09,7.597e+09,7.844e+09,8.285e+09,8.801e+09,8.686e+09,9.039e+09,9.364e+09,9.832e+09,1.012e+10,9.926e+09,1.05e+10,1.078e+10,1.119e+10,1.17e+10,1.242e+10,1.318e+10,1.404e+10,1.491e+10,1.554e+10,1.516e+10,1.573e+10,1.633e+10,1.701e+10,1.748e+10,1.802e+10,1.868e+10
GDP,2005USD,n/a,Economy,ECO,misc,HRV,Croatia,WDI2017P,HISTORY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.958e+10,4.191e+10,4.469e+10,4.552e+10,4.51e+10,4.68e+10,4.84e+10,5.094e+10,5.377e+10,5.597e+10,5.83e+10,6.109e+10,6.423e+10,6.555e+10,6.071e+10,5.968e+10,5.951e+10,5.821e+10,5.759e+10,5.738e+10,5.833e+10
GDP,2005USD,n/a,Economy,ECO,misc,HTI,Haiti,WDI2017P,HISTORY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.03e+09,6.193e+09,6.329e+09,6.5e+09,6.557e+09,6.488e+09,6.472e+09,6.495e+09,6.267e+09,6.38e+09,6.523e+09,6.741e+09,6.798e+09,7.008e+09,6.623e+09,6.988e+09,7.19e+09,7.494e+09,7.704e+09,7.795e+09
GDP,2005USD,n/a,Economy,ECO,misc,HUN,Hungary,WDI2017P,HISTORY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.143e+10,8.863e+10,8.812e+10,9.071e+10,9.206e+10,9.207e+10,9.511e+10,9.913e+10,1.023e+11,1.066e+11,1.106e+11,1.156e+11,1.2e+11,1.26e+11,1.316e+11,1.366e+11,1.373e+11,1.385e+11,1.294e+11,1.303e+11,1.325e+11,1.304e+11,1.332e+11,1.386e+11,1.429e+11
GDP,2005USD,n/a,Economy,ECO,misc,IDN,Indonesia,WDI2017P,HISTORY,6.058e+10,6.406e+10,6.524e+10,6.378e+10,6.603e+10,6.674e+10,6.861e+10,6.955e+10,7.715e+10,8.241e+10,8.864e+10,9.486e+10,1.015e+11,1.098e+11,1.181e+11,1.24e+11,1.326e+11,1.442e+11,1.539e+11,1.652e+11,1.815e+11,1.959e+11,2.003e+11,2.087e+11,2.233e+11,2.288e+11,2.422e+11,2.542e+11,2.689e+11,2.889e+11,3.098e+11,3.312e+11,3.528e+11,3.757e+11,4.04e+11,4.372e+11,4.714e+11,4.935e+11,4.288e+11,4.322e+11,4.534e+11,4.699e+11,4.911e+11,5.146e+11,5.404e+11,5.712e+11,6.026e+11,6.409e+11,6.794e+11,7.109e+11,7.551e+11,8.017e+11,8.5e+11,8.973e+11,9.423e+11,9.875e+11
GDP,2005USD,n/a,Economy,ECO,misc,IMN,Isle of man,WDI2017P,HISTORY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.742e+08,9.783e+08,1.165e+09,1.28e+09,1.432e+09,1.53e+09,1.594e+09,1.62e+09,1.632e+09,1.674e+09,1.741e+09,1.816e+09,1.956e+09,2.124e+09,2.411e+09,2.741e+09,2.887e+09,3.042e+09,3.221e+09,3.425e+09,3.603e+09,3.815e+09,4.109e+09,4.416e+09,4.851e+09,4.954e+09,5.42e+09,5.681e+09,6.036e+09,6.307e+09,6.625e+09,NaN
GDP,2005USD,n/a,Economy,ECO,misc,IND,India,WDI2017P,HISTORY,1.382e+11,1.434e+11,1.476e+11,1.564e+11,1.681e+11,1.637e+11,1.636e+11,1.764e+11,1.824e+11,1.943e+11,2.043e+11,2.077e+11,2.065e+11,2.133e+11,2.158e+11,2.356e+11,2.395e+11,2.569e+11,2.716e+11,2.573e+11,2.747e+11,2.912e+11,3.013e+11,3.232e+11,3.356e+11,3.532e+11,3.701e+11,3.848e+11,4.218e+11,4.469e+11,4.716e+11,4.766e+11,5.028e+11,5.266e+11,5.617e+11,6.043e+11,6.499e+11,6.762e+11,7.18e+11,7.815e+11,8.115e+11,8.507e+11,8.831e+11,9.525e+11,1.028e+12,1.123e+12,1.227e+12,1.333e+12,1.385e+12,1.502e+12,1.657e+12,1.767e+12,1.863e+12,1.985e+12,2.128e+12,2.297e+12
GDP,2005USD,n/a,Economy,ECO,misc,IRL,Ireland,WDI2017P,HISTORY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.645e+10,3.771e+10,4.016e+10,4.205e+10,4.385e+10,4.633e+10,4.697e+10,5.083e+10,5.448e+10,5.616e+10,5.789e+10,5.981e+10,6.118e+10,6.103e+10,6.368e+10,6.565e+10,6.537e+10,6.842e+10,7.199e+10,7.617e+10,8.262e+10,8.421e+10,8.703e+10,8.937e+10,9.452e+10,1.036e+11,1.13e+11,1.252e+11,1.355e+11,1.502e+11,1.651e+11,1.751e+11,1.849e+11,1.917e+11,2.045e+11,2.163e+11,2.29e+11,2.377e+11,2.273e+11,2.169e+11,2.214e+11,2.213e+11,2.188e+11,2.212e+11,2.4e+11,3.03e+11
GDP,2005USD,n/a,Economy,ECO,misc,IRN,Iran- islamic republic of,WDI2017P,HISTORY,5.501e+10,6.072e+10,6.553e+10,7.014e+10,7.609e+10,8.905e+10,9.929e+10,1.105e+11,1.264e+11,1.46e+11,1.619e+11,1.841e+11,2.108e+11,2.265e+11,2.396e+11,2.389e+11,2.825e+11,2.747e+11,2.394e+11,2.106e+11,1.651e+11,1.557e+11,1.918e+11,2.131e+11,1.978e+11,2.015e+11,1.818e+11,1.815e+11,1.705e+11,1.809e+11,2.055e+11,2.316e+11,2.393e+11,2.358e+11,2.318e+11,2.373e+11,2.524e+11,2.558e+11,2.611e+11,2.664e+11,2.819e+11,2.887e+11,3.12e+11,3.389e+11,3.536e+11,3.685e+11,3.896e+11,4.251e+11,4.29e+11,4.389e+11,4.678e+11,4.853e+11,4.533e+11,4.446e+11,4.639e+11,NaN
GDP,2005USD,n/a,Economy,ECO,misc,IRQ,Iraq,WDI2017P,HISTORY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.347e+10,1.391e+10,1.454e+10,1.532e+10,1.589e+10,1.66e+10,1.927e+10,2.168e+10,2.54e+10,2.588e+10,3.03e+10,3.662e+10,4.568e+10,4.535e+10,4.691e+10,4.078e+10,4.017e+10,4.075e+10,4.265e+10,4.662e+10,4.661e+10,4.515e+10,7.126e+10,2.562e+10,3.397e+10,4.426e+10,4.597e+10,4.694e+10,5.211e+10,6.318e+10,8.521e+10,1.002e+11,1.016e+11,1.039e+11,9.677e+10,6.474e+10,9.98e+10,1.042e+11,1.148e+11,1.164e+11,1.259e+11,1.302e+11,1.385e+11,1.49e+11,1.697e+11,1.809e+11,1.81e+11,1.865e+11
GDP,2005USD,n/a,Economy,ECO,misc,ISL,Iceland,WDI2017P,HISTORY,2.054e+09,2.053e+09,2.223e+09,2.452e+09,2.695e+09,2.894e+09,3.146e+09,3.107e+09,2.936e+09,3.006e+09,3.288e+09,3.717e+09,3.947e+09,4.216e+09,4.456e+09,4.485e+09,4.752e+09,5.171e+09,5.483e+09,5.749e+09,6.08e+09,6.339e+09,6.475e+09,6.336e+09,6.598e+09,6.815e+09,7.242e+09,7.861e+09,7.854e+09,7.874e+09,7.967e+09,7.949e+09,7.681e+09,7.781e+09,8.062e+09,8.072e+09,8.458e+09,8.873e+09,9.456e+09,9.835e+09,1.03e+10,1.069e+10,1.072e+10,1.099e+10,1.187e+10,1.267e+10,1.33e+10,1.455e+10,1.477e+10,1.374e+10,1.325e+10,1.352e+10,1.368e+10,1.429e+10,1.456e+10,1.517e+10
GDP,2005USD,n/a,Economy,ECO,misc,ISR,Israel,WDI2017P,HISTORY,1.649e+10,1.834e+10,2.02e+10,2.236e+10,2.414e+10,2.633e+10,2.631e+10,2.71e+10,3.15e+10,3.578e+10,3.839e+10,4.27e+10,4.853e+10,5.015e+10,5.358e+10,5.536e+10,5.609e+10,5.609e+10,5.879e+10,6.249e+10,6.678e+10,7.022e+10,7.149e+10,7.4e+10,7.467e+10,7.724e+10,8.094e+10,8.676e+10,8.851e+10,8.928e+10,9.539e+10,1.027e+11,1.085e+11,1.145e+11,1.225e+11,1.306e+11,1.386e+11,1.443e+11,1.504e+11,1.56e+11,1.7e+11,1.704e+11,1.703e+11,1.723e+11,1.811e+11,1.89e+11,2e+11,2.123e+11,2.188e+11,2.215e+11,2.338e+11,2.456e+11,2.514e+11,2.624e+11,2.707e+11,2.775e+11
GDP,2005USD,n/a,Economy,ECO,misc,ITA,Italy,WDI2017P,HISTORY,5.456e+11,5.904e+11,6.27e+11,6.622e+11,6.807e+11,7.029e+11,7.45e+11,7.985e+11,8.507e+11,9.026e+11,9.502e+11,9.674e+11,1.003e+12,1.075e+12,1.134e+12,1.11e+12,1.189e+12,1.22e+12,1.259e+12,1.334e+12,1.38e+12,1.392e+12,1.397e+12,1.414e+12,1.459e+12,1.5e+12,1.543e+12,1.592e+12,1.659e+12,1.715e+12,1.749e+12,1.776e+12,1.791e+12,1.776e+12,1.814e+12,1.866e+12,1.89e+12,1.925e+12,1.956e+12,1.987e+12,2.06e+12,2.097e+12,2.102e+12,2.105e+12,2.139e+12,2.159e+12,2.202e+12,2.235e+12,2.211e+12,2.09e+12,2.125e+12,2.137e+12,2.077e+12,2.041e+12,2.043e+12,2.058e+12
GDP,2005USD,n/a,Economy,ECO,misc,JAM,Jamaica,WDI2017P,HISTORY,NaN,NaN,NaN,NaN,NaN,NaN,6.745e+09,6.867e+09,7.261e+09,7.666e+09,8.591e+09,8.802e+09,1.039e+10,9.817e+09,9.402e+09,9.378e+09,8.75e+09,8.523e+09,8.518e+09,8.428e+09,7.946e+09,8.156e+09,8.325e+09,8.484e+09,8.353e+09,8.107e+09,8.26e+09,8.908e+09,9.262e+09,9.927e+09,1.034e+10,1.084e+10,1.106e+10,1.21e+10,1.226e+10,1.255e+10,1.254e+10,1.24e+10,1.211e+10,1.223e+10,1.234e+10,1.251e+10,1.276e+10,1.322e+10,1.34e+10,1.352e+10,1.391e+10,1.411e+10,1.4e+10,1.339e+10,1.319e+10,1.342e+10,1.334e+10,1.34e+10,1.35e+10,1.363e+10
GDP,2005USD,n/a,Economy,ECO,misc,JOR,Jordan,WDI2017P,HISTORY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.43e+09,4.264e+09,4.541e+09,5.495e+09,5.996e+09,7.136e+09,7.472e+09,8.024e+09,8.184e+09,8.891e+09,9.198e+09,9.843e+09,1.013e+10,9.94e+09,8.603e+09,8.687e+09,8.846e+09,1.05e+10,1.098e+10,1.153e+10,1.224e+10,1.25e+10,1.291e+10,1.33e+10,1.375e+10,1.433e+10,1.509e+10,1.596e+10,1.663e+10,1.805e+10,1.952e+10,2.11e+10,2.283e+10,2.448e+10,2.582e+10,2.643e+10,2.71e+10,2.782e+10,2.861e+10,2.949e+10,3.02e+10
GDP,2005USD,n/a,Economy,ECO,misc,JPN,Japan,WDI2017P,HISTORY,7.962e+11,8.921e+11,9.716e+11,1.054e+12,1.177e+12,1.245e+12,1.378e+12,1.531e+12,1.728e+12,1.943e+12,1.924e+12,2.014e+12,2.183e+12,2.359e+12,2.33e+12,2.402e+12,2.497e+12,2.607e+12,2.745e+12,2.895e+12,2.977e+12,3.101e+12,3.206e+12,3.304e+12,3.451e+12,3.67e+12,3.774e+12,3.929e+12,4.21e+12,4.436e+12,4.683e+12,4.838e+12,4.878e+12,4.886e+12,4.929e+12,5.064e+12,5.221e+12,5.277e+12,5.217e+12,5.204e+12,5.349e+12,5.371e+12,5.377e+12,5.459e+12,5.58e+12,5.672e+12,5.753e+12,5.848e+12,5.784e+12,5.471e+12,5.7e+12,5.694e+12,5.779e+12,5.894e+12,5.914e+12,5.986e+12
GDP,2005USD,n/a,Economy,ECO,misc,KAZ,Kazakhstan,WDI2017P,HISTORY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.629e+10,8.57e+10,8.116e+10,7.369e+10,6.441e+10,5.913e+10,5.942e+10,6.043e+10,5.928e+10,6.088e+10,6.685e+10,7.588e+10,8.331e+10,9.106e+10,9.98e+10,1.095e+11,1.212e+11,1.32e+11,1.363e+11,1.38e+11,1.48e+11,1.59e+11,1.666e+11,1.766e+11,1.841e+11,1.863e+11
