variable,unit,GWP,category,categoryCode,categorySet,countryISO,countryName,source,scenario,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
GDP,2005USD,n/a,Economy,ECO,misc,BWA,Botswana,WDI2017P,HISTORY,2.05e+08,2.18e+08,2.325e+08,2.463e+08,2.631e+08,2.784e+08,2.961e+08,3.137e+08,3.468e+08,3.992e+08,4.676e+08,5.883e+08,7.434e+08,9.018e+08,9.812e+08,1.064e+09,1.177e+09,1.319e+09,1.508e+09,1.691e+09,1.894e+09,2.065e+09,2.317e+09,2.621e+09,2.845e+09,3.048e+09,3.297e+09,3.689e+09,4.406e+09,4.981e+09,5.319e+09,5.715e+09,5.882e+09,5.995e+09,6.212e+09,6.649e+09,7.037e+09,7.602e+09,7.656e+09,8.397e+09,8.564e+09,8.585e+09,9.106e+09,9.527e+09,9.785e+09,1.023e+10,1.109e+10,1.2e+10,1.275e+10,1.178e+10,1.279e+10,1.356e+10,1.416e+10,1.556e+10,1.606e+10,1.602e+10
GDP,2005USD,n/a,Economy,ECO,misc,CAF,Central african republic,WDI2017P,HISTORY,9.049e+08,9.497e+08,9.144e+08,9.08e+08,9.269e+08,9.357e+08,9.417e+08,9.857e+08,9.996e+08,1.07e+09,1.095e+09,1.108e+09,1.108e+09,1.129e+09,1.2e+09,1.205e+09,1.271e+09,1.319e+09,1.335e+09,1.302e+09,1.244e+09,1.224e+09,1.319e+09,1.212e+09,1.327e+09,1.379e+09,1.428e+09,1.358e+09,1.381e+09,1.408e+09,1.378e+09,1.37e+09,1.282e+09,1.287e+09,1.35e+09,1.447e+09,1.389e+09,1.462e+09,1.531e+09,1.586e+09,1.547e+09,1.616e+09,1.674e+09,1.584e+09,1.679e+09,1.694e+09,1.775e+09,1.857e+09,1.895e+09,1.927e+09,1.986e+09,2.052e+09,2.136e+09,1.352e+09,1.366e+09,1.432e+09
GDP,2005USD,n/a,Economy,ECO,misc,CAN,Canada,WDI2017P,HISTORY,3.163e+11,3.263e+11,3.496e+11,3.677e+11,3.923e+11,4.184e+11,4.459e+11,4.589e+11,4.832e+11,5.086e+11,5.252e+11,5.468e+11,5.766e+11,6.167e+11,6.395e+11,6.512e+11,6.85e+11,7.087e+11,7.367e+11,7.647e+11,7.813e+11,8.087e+11,7.828e+11,8.031e+11,8.507e+11,8.91e+11,9.102e+11,9.475e+11,9.895e+11,1.012e+12,1.014e+12,9.925e+11,1.001e+12,1.028e+12,1.074e+12,1.103e+12,1.121e+12,1.168e+12,1.214e+12,1.277e+12,1.343e+12,1.366e+12,1.408e+12,1.433e+12,1.477e+12,1.524e+12,1.564e+12,1.597e+12,1.613e+12,1.565e+12,1.613e+12,1.664e+12,1.693e+12,1.735e+12,1.78e+12,1.796e+12
GDP,2005USD,n/a,Economy,ECO,misc,CHE,Switzerland,WDI2017P,HISTORY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.444e+11,3.499e+11,3.453e+11,3.475e+11,3.58e+11,3.711e+11,3.78e+11,3.84e+11,3.966e+11,4.138e+11,4.29e+11,4.251e+11,4.249e+11,4.243e+11,4.297e+11,4.318e+11,4.344e+11,4.444e+11,4.575e+11,4.65e+11,4.834e+11,4.904e+11,4.911e+11,4.913e+11,5.053e+11,5.207e+11,5.416e+11,5.64e+11,5.768e+11,5.645e+11,5.812e+11,5.917e+11,5.979e+11,6.085e+11,6.207e+11,6.259e+11
GDP,2005USD,n/a,Economy,ECO,misc,CHL,Chile,WDI2017P,HISTORY,2.794e+10,2.907e+10,3.058e+10,3.245e+10,3.332e+10,3.345e+10,3.68e+10,3.814e+10,3.957e+10,4.094e+10,4.181e+10,4.558e+10,4.521e+10,4.298e+10,4.405e+10,3.904e+10,4.037e+10,4.389e+10,4.716e+10,5.126e+10,5.543e+10,5.806e+10,5.206e+10,5.009e+10,5.409e+10,5.794e+10,6.118e+10,6.521e+10,6.998e+10,7.737e+10,8.023e+10,8.663e+10,9.726e+10,1.041e+11,1.1e+11,1.217e+11,1.307e+11,1.393e+11,1.438e+11,1.428e+11,1.492e+11,1.542e+11,1.575e+11,1.637e+11,1.736e+11,1.833e+11,1.914e+11,2.012e+11,2.079e+11,2.057e+11,2.175e+11,2.302e+11,2.428e+11,2.525e+11,2.572e+11,2.631e+11
GDP,2005USD,n/a,Economy,ECO,misc,CHN,China,WDI2017P,HISTORY,1.279e+11,9.305e+10,8.786e+10,9.691e+10,1.145e+11,1.339e+11,1.482e+11,1.396e+11,1.339e+11,1.566e+11,1.868e+11,2e+11,2.076e+11,2.238e+11,2.289e+11,2.489e+11,2.45e+11,2.635e+11,2.943e+11,3.166e+11,3.414e+11,3.59e+11,3.911e+11,4.335e+11,4.991e+11,5.662e+11,6.168e+11,6.889e+11,7.663e+11,7.984e+11,8.296e+11,9.067e+11,1.036e+12,1.179e+12,1.333e+12,1.479e+12,1.626e+12,1.776e+12,1.915e+12,2.062e+12,2.237e+12,2.424e+12,2.645e+12,2.91e+12,3.205e+12,3.57e+12,4.024e+12,4.597e+12,5.04e+12,5.514e+12,6.101e+12,6.682e+12,7.207e+12,7.767e+12,8.333e+12,8.91e+12
GDP,2005USD,n/a,Economy,ECO,misc,CIV,Cote d'ivoire,WDI2017P,HISTORY,4.29e+09,4.716e+09,4.773e+09,5.465e+09,6.428e+09,6.228e+09,6.949e+09,7.268e+09,8.18e+09,8.961e+09,9.89e+09,1.083e+10,1.128e+10,1.195e+10,1.247e+10,1.35e+10,1.525e+10,1.636e+10,1.814e+10,1.858e+10,1.654e+10,1.712e+10,1.716e+10,1.649e+10,1.604e+10,1.676e+10,1.731e+10,1.725e+10,1.745e+10,1.796e+10,1.776e+10,1.777e+10,1.773e+10,1.769e+10,1.784e+10,1.911e+10,2.059e+10,2.136e+10,2.241e+10,2.277e+10,2.23e+10,2.233e+10,2.196e+10,2.166e+10,2.192e+10,2.23e+10,2.264e+10,2.304e+10,2.362e+10,2.439e+10,2.488e+10,2.379e+10,2.634e+10,2.868e+10,3.112e+10,3.397e+10
GDP,2005USD,n/a,Economy,ECO,misc,CMR,Cameroon,WDI2017P,HISTORY,4.662e+09,4.717e+09,4.86e+09,5.042e+09,5.221e+09,5.327e+09,5.573e+09,4.965e+09,5.28e+09,5.538e+09,5.71e+09,5.908e+09,6.066e+09,6.391e+09,7.077e+09,7.873e+09,7.44e+09,8.463e+09,1.032e+10,1.095e+10,1.073e+10,1.257e+10,1.351e+10,1.444e+10,1.552e+10,1.677e+10,1.79e+10,1.752e+10,1.615e+10,1.586e+10,1.489e+10,1.432e+10,1.388e+10,1.278e+10,1.304e+10,1.358e+10,1.424e+10,1.5e+10,1.574e+10,1.638e+10,1.706e+10,1.783e+10,1.854e+10,1.929e+10,2.001e+10,2.046e+10,2.112e+10,2.181e+10,2.244e+10,2.287e+10,2.362e+10,2.46e+10,2.573e+10,2.716e+10,2.877e+10,3.043e+10
GDP,2005USD,n/a,Economy,ECO,misc,COD,Congo- democratic republic of the,WDI2017P,HISTORY,1.508e+10,1.344e+10,1.629e+10,1.714e+10,1.673e+10,1.689e+10,1.804e+10,1.786e+10,1.863e+10,2.037e+10,2.032e+10,2.154e+10,2.157e+10,2.333e+10,2.406e+10,2.286e+10,2.165e+10,2.181e+10,2.065e+10,2.073e+10,2.119e+10,2.169e+10,2.159e+10,2.189e+10,2.311e+10,2.321e+10,2.431e+10,2.496e+10,2.508e+10,2.476e+10,2.313e+10,2.119e+10,1.896e+10,1.641e+10,1.577e+10,1.588e+10,1.572e+10,1.483e+10,1.459e+10,1.397e+10,1.3e+10,1.273e+10,1.311e+10,1.384e+10,1.477e+10,1.567e+10,1.651e+10,1.754e+10,1.863e+10,1.917e+10,2.052e+10,2.193e+10,2.35e+10,2.55e+10,2.779e+10,2.971e+10
GDP,2005USD,n/a,Economy,ECO,misc,COG,Congo- republic of the,WDI2017P,HISTORY,1.483e+09,1.607e+09,1.691e+09,1.623e+09,1.684e+09,1.746e+09,1.77e+09,1.808e+09,1.946e+09,2.092e+09,2.225e+09,2.398e+09,2.605e+09,2.819e+09,3.041e+09,3.277e+09,3.307e+09,3.01e+09,3.202e+09,3.516e+09,4.136e+09,4.865e+09,6.013e+09,6.365e+09,6.809e+09,6.728e+09,6.267e+09,6.279e+09,6.39e+09,6.556e+09,6.621e+09,6.78e+09,6.957e+09,6.889e+09,6.51e+09,6.77e+09,7.06e+09,7.016e+09,7.278e+09,7.09e+09,7.628e+09,7.918e+09,8.28e+09,8.348e+09,8.638e+09,9.308e+09,9.888e+09,9.732e+09,1.027e+10,1.104e+10,1.201e+10,1.242e+10,1.289e+10,1.333e+10,1.424e+10,1.461e+10
GDP,2005USD,n/a,Economy,ECO,misc,COL,Colombia,WDI2017P,HISTORY,3.647e+10,3.84e+10,4.049e+10,4.167e+10,4.442e+10,4.576e+10,4.82e+10,5.021e+10,5.344e+10,5.693e+10,6.089e+10,6.451e+10,6.946e+10,7.413e+10,7.839e+10,8.015e+10,8.401e+10,8.75e+10,9.491e+10,1e+11,1.041e+11,1.065e+11,1.075e+11,1.092e+11,1.128e+11,1.163e+11,1.231e+11,1.297e+11,1.35e+11,1.396e+11,1.481e+11,1.514e+11,1.59e+11,1.628e+11,1.723e+11,1.813e+11,1.85e+11,1.913e+11,1.924e+11,1.843e+11,1.925e+11,1.957e+11,2.006e+11,2.085e+11,2.196e+11,2.299e+11,2.453e+11,2.623e+11,2.716e+11,2.761e+11,2.87e+11,3.059e+11,3.183e+11,3.338e+11,3.485e+11,3.592e+11
GDP,2005USD,n/a,Economy,ECO,misc,COM,Comoros,WDI2017P,HISTORY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.688e+08,2.792e+08,2.97e+08,3.113e+08,3.241e+08,3.315e+08,3.377e+08,3.432e+08,3.524e+08,3.412e+08,3.586e+08,3.393e+08,3.682e+08,3.793e+08,3.592e+08,3.722e+08,3.674e+08,3.822e+08,3.871e+08,3.946e+08,4.374e+08,4.476e+08,4.58e+08,4.676e+08,4.766e+08,4.901e+08,5.031e+08,5.071e+08,5.091e+08,5.191e+08,5.305e+08,5.443e+08,5.606e+08,5.802e+08,5.922e+08,5.982e+08
GDP,2005USD,n/a,Economy,ECO,misc,CPV,Cape verde,WDI2017P,HISTORY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.932e+08,2.095e+08,2.154e+08,2.359e+08,2.448e+08,2.66e+08,2.736e+08,2.854e+08,3.025e+08,3.198e+08,3.22e+08,3.265e+08,3.622e+08,3.938e+08,4.693e+08,5.36e+08,5.968e+08,6.632e+08,7.462e+08,8.299e+08,9.485e+08,9.696e+08,1.021e+09,1.063e+09,1.172e+09,1.253e+09,1.353e+09,1.558e+09,1.661e+09,1.64e+09,1.664e+09,1.73e+09,1.749e+09,1.763e+09,1.796e+09,1.822e+09
GDP,2005USD,n/a,Economy,ECO,misc,CRI,Costa rica,WDI2017P,HISTORY,3.808e+09,3.771e+09,4.079e+09,4.274e+09,4.451e+09,4.889e+09,5.274e+09,5.572e+09,6.039e+09,6.376e+09,6.854e+09,7.319e+09,7.917e+09,8.527e+09,9e+09,9.189e+09,9.696e+09,1.056e+10,1.122e+10,1.178e+10,1.186e+10,1.16e+10,1.075e+10,1.106e+10,1.174e+10,1.187e+10,1.255e+10,1.342e+10,1.393e+10,1.463e+10,1.521e+10,1.56e+10,1.703e+10,1.824e+10,1.906e+10,1.984e+10,2.009e+10,2.121e+10,2.268e+10,2.358e+10,2.446e+10,2.531e+10,2.614e+10,2.726e+10,2.844e+10,2.954e+10,3.168e+10,3.427e+10,3.586e+10,3.551e+10,3.727e+10,3.887e+10,4.074e+10,4.157e+10,4.281e+10,4.441e+10
GDP,2005USD,n/a,Economy,ECO,misc,CUB,Cuba,WDI2017P,HISTORY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.96e+10,2.128e+10,2.231e+10,2.308e+10,2.33e+10,2.551e+10,2.69e+10,2.924e+10,3.117e+10,3.151e+10,2.998e+10,3.588e+10,3.908e+10,4.12e+10,4.446e+10,4.517e+10,4.522e+10,4.413e+10,4.577e+10,4.608e+10,4.472e+10,3.994e+10,3.531e+10,3.006e+10,3.027e+10,3.102e+10,3.345e+10,3.438e+10,3.444e+10,3.657e+10,3.873e+10,3.996e+10,4.053e+10,4.207e+10,4.45e+10,4.948e+10,5.545e+10,5.948e+10,6.193e+10,6.283e+10,6.433e+10,6.613e+10,6.812e+10,7e+10,7.073e+10,7.387e+10
GDP,2005USD,n/a,Economy,ECO,misc,CYP,Cyprus,WDI2017P,HISTORY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.823e+09,4.597e+09,5.35e+09,5.766e+09,6.337e+09,6.701e+09,6.87e+09,7.284e+09,7.69e+09,8.364e+09,8.772e+09,9.097e+09,9.74e+09,1.058e+10,1.142e+10,1.227e+10,1.236e+10,1.352e+10,1.362e+10,1.442e+10,1.564e+10,1.585e+10,1.626e+10,1.711e+10,1.793e+10,1.896e+10,1.964e+10,2.031e+10,2.081e+10,2.176e+10,2.257e+10,2.359e+10,2.473e+10,2.569e+10,2.523e+10,2.556e+10,2.564e+10,2.483e+10,2.336e+10,2.3e+10,2.338e+10
GDP,2005USD,n/a,Economy,ECO,misc,CZE,Czech republic,WDI2017P,HISTORY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.441e+11,1.274e+11,1.267e+11,1.268e+11,1.305e+11,1.386e+11,1.446e+11,1.436e+11,1.431e+11,1.452e+11,1.514e+11,1.561e+11,1.586e+11,1.643e+11,1.725e+11,1.836e+11,1.962e+11,2.071e+11,2.127e+11,2.024e+11,2.07e+11,2.112e+11,2.095e+11,2.085e+11,2.141e+11,2.238e+11
GDP,2005USD,n/a,Economy,ECO,misc,DEU,Germany,WDI2017P,HISTORY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.534e+12,1.582e+12,1.65e+12,1.729e+12,1.744e+12,1.729e+12,1.815e+12,1.876e+12,1.932e+12,2.012e+12,2.041e+12,2.051e+12,2.043e+12,2.075e+12,2.134e+12,2.184e+12,2.234e+12,2.265e+12,2.349e+12,2.441e+12,2.569e+12,2.7e+12,2.752e+12,2.726e+12,2.793e+12,2.841e+12,2.864e+12,2.917e+12,2.975e+12,3.034e+12,3.124e+12,3.177e+12,3.177e+12,3.155e+12,3.191e+12,3.214e+12,3.333e+12,3.442e+12,3.479e+12,3.283e+12,3.417e+12,3.542e+12,3.56e+12,3.577e+12,3.634e+12,3.697e+12
GDP,2005USD,n/a,Economy,ECO,misc,DJI,Djibouti,WDI2017P,HISTORY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.216e+08,8.822e+08,8.82e+08,8.236e+08,8.159e+08,7.874e+08,7.55e+08,7.494e+08,7.502e+08,7.665e+08,7.697e+08,7.855e+08,8.06e+08,8.318e+08,8.636e+08,8.91e+08,9.338e+08,9.814e+08,1.038e+09,1.091e+09,1.129e+09,1.179e+09,1.236e+09,1.298e+09,1.376e+09,1.465e+09
GDP,2005USD,n/a,Economy,ECO,misc,DMA,Dominica,WDI2017P,HISTORY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.849e+08,2.067e+08,1.686e+08,1.926e+08,2.159e+08,2.248e+08,2.309e+08,2.434e+08,2.465e+08,2.64e+08,2.838e+08,3.081e+08,3.074e+08,3.235e+08,3.255e+08,3.322e+08,3.378e+08,3.426e+08,3.494e+08,3.586e+08,3.639e+08,3.82e+08,3.847e+08,3.861e+08,3.879e+08,3.811e+08,4.104e+08,4.238e+08,4.234e+08,4.358e+08,4.633e+08,4.963e+08,4.905e+08,4.938e+08,4.927e+08,4.874e+08,4.912e+08,5.117e+08,5.027e+08
GDP,2005USD,n/a,Economy,ECO,misc,DNK,Denmark,WDI2017P,HISTORY,9.652e+10,1.027e+11,1.085e+11,1.092e+11,1.193e+11,1.247e+11,1.282e+11,1.325e+11,1.378e+11,1.465e+11,1.505e+11,1.551e+11,1.611e+11,1.677e+11,1.659e+11,1.634e+11,1.731e+11,1.764e+11,1.803e+11,1.873e+11,1.864e+11,1.851e+11,1.919e+11,1.969e+11,2.051e+11,2.133e+11,2.238e+11,2.244e+11,2.243e+11,2.258e+11,2.291e+11,2.323e+11,2.369e+11,2.369e+11,2.495e+11,2.571e+11,2.645e+11,2.732e+11,2.792e+11,2.874e+11,2.982e+11,3.007e+11,3.021e+11,3.033e+11,3.113e+11,3.186e+11,3.311e+11,3.341e+11,3.324e+11,3.161e+11,3.22e+11,3.263e+11,3.27e+11,3.301e+11,3.356e+11,3.41e+11
GDP,2005USD,n/a,Economy,ECO,misc,DOM,Dominican republic,WDI2017P,HISTORY,4.205e+09,4.107e+09,4.807e+09,5.12e+09,5.466e+09,4.784e+09,5.428e+09,5.609e+09,5.622e+09,6.235e+09,7.371e+09,8.172e+09,9.022e+09,1.019e+10,1.08e+10,1.136e+10,1.212e+10,1.273e+10,1.3e+10,1.359e+10,1.467e+10,1.53e+10,1.556e+10,1.628e+10,1.648e+10,1.613e+10,1.67e+10,1.839e+10,1.878e+10,1.961e+10,1.854e+10,1.872e+10,2.068e+10,2.218e+10,2.269e+10,2.394e+10,2.564e+10,2.77e+10,2.964e+10,3.163e+10,3.342e+10,3.402e+10,3.599e+10,3.59e+10,3.637e+10,3.974e+10,4.398e+10,4.781e+10,4.934e+10,4.981e+10,5.395e+10,5.563e+10,5.718e+10,5.989e+10,6.445e+10,6.899e+10
GDP,2005USD,n/a,Economy,ECO,misc,DZA,Algeria,WDI2017P,HISTORY,2.743e+10,2.37e+10,1.904e+10,2.557e+10,2.706e+10,2.874e+10,2.736e+10,2.995e+10,3.318e+10,3.598e+10,3.917e+10,3.473e+10,4.425e+10,4.594e+10,4.938e+10,5.187e+10,5.622e+10,5.918e+10,6.463e+10,6.947e+10,7.002e+10,7.212e+10,7.673e+10,8.088e+10,8.54e+10,8.856e+10,8.892e+10,8.83e+10,8.741e+10,9.126e+10,9.199e+10,9.089e+10,9.252e+10,9.058e+10,8.976e+10,9.317e+10,9.699e+10,9.806e+10,1.031e+11,1.064e+11,1.104e+11,1.137e+11,1.201e+11,1.288e+11,1.343e+11,1.423e+11,1.446e+11,1.495e+11,1.531e+11,1.556e+11,1.612e+11,1.659e+11,1.715e+11,1.762e+11,1.829e+11,1.898e+11
GDP,2005USD,n/a,Economy,ECO,misc,EARTH,Earth                       (whole table),WDI2017P,HISTORY,1.12e+13,1.168e+13,1.233e+13,1.297e+13,1.384e+13,1.461e+13,1.545e+13,1.613e+13,1.713e+13,1.818e+13,1.897e+13,1.978e+13,2.09e+13,2.225e+13,2.269e+13,2.29e+13,2.411e+13,2.507e+13,2.61e+13,2.717e+13,2.771e+13,2.825e+13,2.84e+13,2.911e+13,3.044e+13,3.163e+13,3.265e+13,3.383e+13,3.54e+13,3.673e+13,3.781e+13,3.832e+13,3.9e+13,3.964e+13,4.084e+13,4.209e+13,4.351e+13,4.511e+13,4.625e+13,4.777e+13,4.987e+13,5.085e+13,5.195e+13,5.344e+13,5.582e+13,5.797e+13,6.049e+13,6.306e+13,6.422e+13,6.312e+13,6.585e+13,6.791e+13,6.955e+13,7.131e+13,7.326e+13,7.523e+13
GDP,2005USD,n/a,Economy,ECO,misc,ECU,Ecuador,WDI2017P,HISTORY,1.02e+10,1.036e+10,1.083e+10,1.125e+10,1.213e+10,1.27e+10,1.266e+10,1.324e+10,1.35e+10,1.413e+10,1.51e+10,1.605e+10,1.685e+10,1.921e+10,2.136e+10,2.37e+10,2.546e+10,2.586e+10,2.734e+10,2.836e+10,2.941e+10,3.106e+10,3.125e+10,3.115e+10,3.197e+10,3.322e+10,3.438e+10,3.429e+10,3.631e+10,3.667e+10,3.802e+10,3.965e+10,4.049e+10,4.129e+10,4.305e+10,4.402e+10,4.478e+10,4.672e+10,4.824e+10,4.596e+10,4.646e+10,4.833e+10,5.03e+10,5.167e+10,5.592e+10,5.888e+10,6.147e+10,6.282e+10,6.681e+10,6.719e+10,6.956e+10,7.503e+10,7.926e+10,8.318e+10,8.65e+10,8.664e+10
GDP,2005USD,n/a,Economy,ECO,misc,EGY,Egypt,WDI2017P,HISTORY,NaN,NaN,NaN,NaN,NaN,2.357e+10,2.382e+10,2.397e+10,2.462e+10,2.63e+10,2.777e+10,2.873e+10,2.931e+10,2.952e+10,3.025e+10,3.296e+10,3.778e+10,4.263e+10,4.509e+10,4.781e+10,5.26e+10,5.458e+10,5.998e+10,6.442e+10,6.835e+10,7.286e+10,7.479e+10,7.667e+10,8.074e+10,8.475e+10,8.958e+10,9.055e+10,9.456e+10,9.731e+10,1.012e+11,1.059e+11,1.111e+11,1.173e+11,1.22e+11,1.294e+11,1.364e+11,1.412e+11,1.446e+11,1.492e+11,1.553e+11,1.622e+11,1.733e+11,1.856e+11,1.989e+11,2.082e+11,2.189e+11,2.229e+11,2.278e+11,2.326e+11,2.377e+11,2.477e+11
GDP,2005USD,n/a,Economy,ECO,misc,ERI,Eritrea,WDI2017P,HISTORY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.179e+09,1.338e+09,1.622e+09,1.668e+09,1.823e+09,1.967e+09,2.002e+09,2.002e+09,1.939e+09,2.109e+09,2.173e+09,2.115e+09,2.146e+09,2.201e+09,2.179e+09,2.211e+09,1.994e+09,2.072e+09,2.117e+09,2.301e+09,NaN,NaN,NaN,NaN
GDP,2005USD,n/a,Economy,ECO,misc,ESP,Spain,WDI2017P,HISTORY,2.242e+11,2.507e+11,2.757e+11,3.021e+11,3.181e+11,3.38e+11,3.625e+11,3.783e+11,4.032e+11,4.391e+11,4.58e+11,4.793e+11,5.183e+11,5.587e+11,5.901e+11,5.933e+11,6.129e+11,6.303e+11,6.395e+11,6.398e+11,6.539e+11,6.53e+11,6.612e+11,6.729e+11,6.849e+11,7.008e+11,7.236e+11,7.637e+11,8.026e+11,8.414e+11,8.732e+11,8.954e+11,9.037e+11,8.944e+11,9.157e+11,9.41e+11,9.662e+11,1.002e+12,1.045e+12,1.092e+12,1.15e+12,1.196e+12,1.23e+12,1.269e+12,1.309e+12,1.358e+12,1.415e+12,1.468e+12,1.485e+12,1.431e+12,1.432e+12,1.417e+12,1.376e+12,1.352e+12,1.371e+12,1.415e+12
GDP,2005USD,n/a,Economy,ECO,misc,EST,Estonia,WDI2017P,HISTORY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.051e+10,1.107e+10,1.237e+10,1.288e+10,1.277e+10,1.412e+10,1.502e+10,1.593e+10,1.711e+10,1.819e+10,1.989e+10,2.193e+10,2.363e+10,2.235e+10,1.906e+10,1.949e+10,2.097e+10,2.188e+10,2.219e+10,2.281e+10,2.314e+10
GDP,2005USD,n/a,Economy,ECO,misc,ETH,Ethiopia,WDI2017P,HISTORY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.228e+09,8.303e+09,8.987e+09,8.731e+09,7.758e+09,8.507e+09,9.686e+09,9.735e+09,9.7e+09,9.964e+09,9.253e+09,8.451e+09,9.561e+09,9.866e+09,1.047e+10,1.177e+10,1.214e+10,1.172e+10,1.233e+10,1.307e+10,1.416e+10,1.437e+10,1.406e+10,1.597e+10,1.786e+10,1.98e+10,2.206e+10,2.444e+10,2.66e+10,2.993e+10,3.328e+10,3.616e+10,3.998e+10,4.409e+10,4.833e+10
GDP,2005USD,n/a,Economy,ECO,misc,FIN,Finland,WDI2017P,HISTORY,5.402e+10,5.813e+10,5.987e+10,6.183e+10,6.507e+10,6.852e+10,7.015e+10,7.167e+10,7.332e+10,8.035e+10,8.464e+10,8.664e+10,9.334e+10,9.986e+10,1.031e+11,1.049e+11,1.053e+11,1.056e+11,1.086e+11,1.164e+11,1.227e+11,1.242e+11,1.281e+11,1.321e+11,1.363e+11,1.411e+11,1.45e+11,1.501e+11,1.58e+11,1.66e+11,1.671e+11,1.572e+11,1.52e+11,1.509e+11,1.568e+11,1.634e+11,1.694e+11,1.8e+11,1.898e+11,1.982e+11,2.094e+11,2.148e+11,2.184e+11,2.228e+11,2.315e+11,2.379e+11,2.476e+11,2.604e+11,2.623e+11,2.406e+11,2.478e+11,2.542e+11,2.506e+11,2.487e+11,2.471e+11,2.478e+11
GDP,2005USD,n/a,Economy,ECO,misc,FJI,Fiji- the republic of,WDI2017P,HISTORY,6.979e+08,7.225e+08,7.486e+08,7.962e+08,8.35e+08,8.124e+08,8.124e+08,9.209e+08,9.938e+08,1.02e+09,1.149e+09,1.228e+09,1.32e+09,1.474e+09,1.512e+09,1.52e+09,1.561e+09,1.654e+09,1.684e+09,1.89e+09,1.86e+09,1.978e+09,1.86e+09,1.786e+09,1.936e+09,1.847e+09,1.99e+09,1.858e+09,1.876e+09,2.015e+09,2.132e+09,2.075e+09,2.201e+09,2.248e+09,2.363e+09,2.422e+09,2.538e+09,2.482e+09,2.514e+09,2.736e+09,2.689e+09,2.743e+09,2.831e+09,2.859e+09,3.011e+09,3.032e+09,3.088e+09,3.062e+09,3.093e+09,3.05e+09,3.141e+09,3.225e+09,3.286e+09,3.486e+09,3.676e+09,3.88e+09
GDP,2005USD,n/a,Economy,ECO,misc,FRA,France,WDI2017P,HISTORY,6.082e+11,6.417e+11,6.845e+11,7.211e+11,7.681e+11,8.048e+11,8.468e+11,8.865e+11,9.242e+11,9.889e+11,1.045e+12,1.101e+12,1.151e+12,1.224e+12,1.277e+12,1.264e+12,1.319e+12,1.364e+12,1.418e+12,1.469e+12,1.492e+12,1.508e+12,1.546e+12,1.566e+12,1.589e+12,1.615e+12,1.653e+12,1.696e+12,1.776e+12,1.853e+12,1.907e+12,1.927e+12,1.958e+12,1.946e+12,1.992e+12,2.033e+12,2.061e+12,2.11e+12,2.185e+12,2.259e+12,2.347e+12,2.392e+12,2.419e+12,2.439e+12,2.507e+12,2.547e+12,2.608e+12,2.669e+12,2.675e+12,2.596e+12,2.647e+12,2.702e+12,2.707e+12,2.723e+12,2.74e+12,2.775e+12
